"FY","PD","ALLOC_XFER_AGENCY","AID","MAIN_ACCT","SUB_ACCT","COMPOUND_KEY","PARK","PARK_NAME","RECORD_UPDATE_TS","FILE_UPDATE_TS"
"2024","09","","013","4512","","PB2019006074512000813","5Q01FPS6G4L","Other programs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4512","","PB2019006074512000820","5Q01FPS6G4S","Management, administration, & IT infrastructure","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4512","","PB2019006074512000828","5Q01FPS6G52","Cost collection","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4512","","PB2021006074512000821","5TA19XJ70XB","IT Modernization & Facilities Infrastructure Improvement","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4650","","PB2018006554650000801","5ZC2FZZ41Q9","Laboratory programs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4650","","PB2018006554650000802","5ZC2FZZ41QA","Corporate services","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4650","","PB2018006554650000803","5ZC2FZZ41QB","Standards coordination and special programs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4650","","PB2019006554650000804","5Q02CSJLB6K","Baldrige performance excellence program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4650","","PB2020006554650000804","5RM29WF4KKS","Manufacturing USA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","4650","","PB2020006554650000805","5RM29WF4KKT","Hollings manufacturing extension partnership","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000001","5ZC2AXKFF53","National Ocean Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000002","5ZC2AXKFF54","National Marine Fisheries Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000003","5ZC2AXKFF55","Oceanic and Atmospheric Research","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000004","5ZC2AXKFF56","National Weather Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000005","5ZC2AXKFF57","National Environmental Satellite Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000006","5ZC2AXKFF58","Program Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000007","5ZC2AXKFF59","Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000008","5ZC2AXKFF5A","Office of Marine and Aviation Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000009","5ZC2AXKFF5B","Retired pay for NOAA Corps Officers","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000010","5ZC2AXKFF5C","Spectrum Relocation Fund","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000801","5ZC2AXKFFSL","National Ocean Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000802","5ZC2AXKFFSM","National Marine Fisheries Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000803","5ZC2AXKFFSN","Oceanic and Atmospheric Research","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000804","5ZC2AXKFFSZ","National Weather Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000805","5ZC2AXKFFSP","National Environmental Satellite Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000806","5ZC2AXKFFSQ","Program support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000807","5ZC2AXKFFSR","OMAO","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2018006481450000808","5ZC2AXKFFSS","Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2019006481450000011","5Q0283FWZJL","Spectrum acct SENSR","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2019006481450000012","5Q0283FWZJM","Spectrum Pipeline","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2020006481450000013","5RM257BFXXV","Hurricane Supplemental","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2022006481450000014","5UW1XF2GYSE","CARES","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2022006481450000015","5UW1XF2GYSF","ARPA-C","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2022006481450000815","5UW1XF2GJHX","NWSS","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2023006481450000016","5WK1UYVXS8Z","USMCA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2023006481450000017","5WK1UYVXS8P","2022 Supplemental","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2023006481450000018","5WK1UYVXS8Q","IIJA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2024006481450000019","6081RMRH3N1","IRA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5122","","PB2024006481450000020","6081RMRH3N2","2023 Supplemental","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5139","","PB2018006485139000001","5ZC2B7ZH8R3","Promote and Develop Fishery Products and Research","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5139","","PB2018006485139000002","5ZC2B7ZH8R4","Western Pacific Sustainability Fisheries Fund","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000001","5ZC2AXKFF53","National Ocean Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000002","5ZC2AXKFF54","National Marine Fisheries Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000003","5ZC2AXKFF55","Oceanic and Atmospheric Research","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000004","5ZC2AXKFF56","National Weather Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000005","5ZC2AXKFF57","National Environmental Satellite Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000006","5ZC2AXKFF58","Program Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000007","5ZC2AXKFF59","Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000008","5ZC2AXKFF5A","Office of Marine and Aviation Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000009","5ZC2AXKFF5B","Retired pay for NOAA Corps Officers","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000010","5ZC2AXKFF5C","Spectrum Relocation Fund","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000801","5ZC2AXKFFSL","National Ocean Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000802","5ZC2AXKFFSM","National Marine Fisheries Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000803","5ZC2AXKFFSN","Oceanic and Atmospheric Research","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000804","5ZC2AXKFFSZ","National Weather Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000805","5ZC2AXKFFSP","National Environmental Satellite Service","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000806","5ZC2AXKFFSQ","Program support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000807","5ZC2AXKFFSR","OMAO","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2018006481450000808","5ZC2AXKFFSS","Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2019006481450000011","5Q0283FWZJL","Spectrum acct SENSR","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2019006481450000012","5Q0283FWZJM","Spectrum Pipeline","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2020006481450000013","5RM257BFXXV","Hurricane Supplemental","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2022006481450000014","5UW1XF2GYSE","CARES","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2022006481450000015","5UW1XF2GYSF","ARPA-C","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2022006481450000815","5UW1XF2GJHX","NWSS","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2023006481450000016","5WK1UYVXS8Z","USMCA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2023006481450000017","5WK1UYVXS8P","2022 Supplemental","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2023006481450000018","5WK1UYVXS8Q","IIJA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2024006481450000019","6081RMRH3N1","IRA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5283","","PB2024006481450000020","6081RMRH3N2","2023 Supplemental","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5284","","PB2018006485284000001","5ZC2B81C61N","Limited Access System Administration Fund (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5324","","PB2018006481456000001","5ZC2AXKUZ65","Rounding Adjustment","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5324","","PB2018006481456000703","5ZC2AXKUZQR","Subsidy for modifications of direct loans","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5324","","PB2018006481456000705","5ZC2AXKUZQT","Reestimates of direct loan subsidy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5324","","PB2018006481456000706","5ZC2AXKUZQU","Interest on reestimates of direct loan subsidy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5324","","PB2021006481456000701","5TA22B7EJ1F","Direct loan subsidy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5362","","PB2018006485362000001","5ZC2B876LFF","North Pacific Research Board","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5396","","PB2018006605396000001","5ZC2J0DHJFV","Digital Television Transition and Public Safety Fund (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5439","","PB2018006485139000001","5ZC2B7ZH8R3","Promote and Develop Fishery Products and Research","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5439","","PB2018006485139000002","5ZC2B7ZH8R4","Western Pacific Sustainability Fisheries Fund","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5521","","PB2018006255521000001","5ZC1UCBT009","Grants to Manufacturers of Worsted Wool Fabrics (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5583","","PB2018006485583000001","5ZC2B8NZV3F","Fisheries Enforcement Asset Forfeiture Fund (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5584","","PB2024006485584000001","6081RVUT441","Sanctuaries Enforcement Asset Forfeiture Fund (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","5598","","PB2018006485598000001","5ZC2B8ZT2N3","North Pacific Fishery Observer Fund","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2018006608233000001","5ZC2J6LRMNJ","Public Safety Trust Fund (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2018006608233000002","5ZC2J6LRMNK","NTIA Programmatic and Oversight","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2018006608233000003","5ZC2J6LRMNL","First Net Administrative","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2018006608233000004","5ZC2J6LRMNM","NIST Public Safety Wireless Research","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2018006608233000005","5ZC2J6LRMNN","Transportation Next Generation E-911","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2018006608233000007","5ZC2J6LRMNP","NTIA Next Generation 9-1-1","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2021006608233000006","5TA2AY8BGWE","Office of Inspector General  (transfer)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8233","","PB2021006608233000008","5TA2AY8BGWG","Public Trust Fund transfer to NCF","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8470","","PB2024006488470000801","6081S48RUQT","Seafood Inpsection","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8470","","PB2025006488470000801","61U1P84B673","Seafood Inspection","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","013","8501","","PB2018006058501000001","5ZC1HKZYTE1","Gifts and Bequests (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","012","013","2050","","PB2020006062050000023","5RM1C29516F","Department of Defense Grants Managed by EDA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","012","013","2050","","PB2021006062050000024","5TA1964MAKZ","Assistance to Nuclear Closure Communities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","012","013","2050","","PB2021006062050000025","5TA1964MAKP","STEM Apprenticeship Pilot Program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","012","013","2050","","PB2023006062050000025","5WK13DTMTF7","STEM Apprenticeship Program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","012","013","2050","","PB2023006062050000030","5WK13DTMTFC","Recompete Pilot Program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","069","013","2050","","PB2020006062050000023","5RM1C29516F","Department of Defense Grants Managed by EDA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","069","013","2050","","PB2021006062050000024","5TA1964MAKZ","Assistance to Nuclear Closure Communities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","069","013","2050","","PB2021006062050000025","5TA1964MAKP","STEM Apprenticeship Pilot Program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","069","013","2050","","PB2023006062050000025","5WK13DTMTF7","STEM Apprenticeship Program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","069","013","2050","","PB2023006062050000030","5WK13DTMTFC","Recompete Pilot Program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000012","5ZCAL4MS9VA","Leadership and Administration","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000013","5ZCAL4MS9VB","Management Services","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000014","5ZCAL4MS9VC","Office of Natural Resources Revenue","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000015","5ZCAL4MS9VD","Disaster Relief Appropriations Act, 2013","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000016","5ZCAL4MS9VE","Payments in Lieu of Taxes","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000804","5ZCAL4MSAKK","Leadership and Administration","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000805","5ZCAL4MSAKL","Management Services","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2018010840102000806","5ZCAL4MSAKM","Office of Natural Resources Revenue","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2019010840102000017","5Q0AY8YBJBN","Mayan Biosphere Reserve Technical Assistance","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2022010840102000018","5UWA9K4TDKE","CARES Act Supplemental P.L. 116-136","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2023010840102000019","5WKA6Z0CN0N","2022 Bipartisan Infrastructure Law (P.L. 117-58)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2024010840102000012","608A3RTTWEZ","Leadership and Administration - Direct","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2024010840102000013","608A3RTTWEP","Management Services - Direct","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2024010840102000020","608A3RTTWEW","2022 Inflation Reduction Act (P.L. 117-169)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2024010840102000021","608A3RTTWEX","LWCF - Mandatory (GAOA, P.L. 116-152)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2024010840102000804","608A3RTTX40","Leadership and Administration - Reimbursable","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2024010840102000805","608A3RTTX41","Management Services - Reimbursable","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2024010840102000807","608A3RTTX43","2022 Bipartisan Infrastructure Law (P.L. 117-58) - Reimb","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0102","","PB2025010840102000808","61UA0VPD8YC","2022 Inflation Reduction Act (P.L. 117-169) - Reimbursable","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0104","","PB2018010880104000001","5ZCANZZ86Y5","Salaries and Expenses (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0104","","PB2018010880104000801","5ZCANZZ877N","Salaries and Expenses (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0104","","PB2022010880104000002","5UWAC669A74","Audits and Investigations (Hurricane Supplemental P.L. 115-123)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0104","","PB2022010880104000003","5UWAC669A75","Audits and Investigations (Disaster Supplemental P.L. 116-20)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0104","","PB2022010880104000004","5UWAC669A76","CARES Act Supplemental (P.L. 116-136)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0104","","PB2023010880104000005","5WKA9A1QJLF","2022 Bipartisan Infrastructure Law (P.L. 117-58)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0104","","PB2024010880104000006","608A6DV9T1Z","2022 INFLATION REDUCTION ACT (P.L. 117-169)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0107","","PB2018010860107000001","5ZCAMENSE89","Salaries and Expenses (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0107","","PB2018010860107000801","5ZCAMENSEVR","Salaries and Expenses (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0118","","PB2018010920118000801","5ZCAQAQYLUX","Salaries and Expenses (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0120","","PB2018010900120000001","5ZCAP0Q2AED","Program operations, support, and improvements","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0120","","PB2018010900120000002","5ZCAP0Q2AEE","Executive direction","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0120","","PB2018010900120000801","5ZCAP0Q2B3V","Federal Trust Programs (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0200","","PB2021010760200000001","5TAA7AE5SFB","Lease Payments","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000009","5ZCALRCBZEL","Office of Insular Affairs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000010","5ZCALRCBZEM","Technical assistance","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000015","5ZCALRCBZER","Coral reef initiative","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000017","5ZCALRCBZET","Maintenance assistance fund","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000018","5ZCALRCBZEU","American Samoa operations grants","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000019","5ZCALRCBZEV","Brown Treesnake","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000021","5ZCALRCBZEX","Empowering Insular Communities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000031","5ZCALRCBZF9","Compact Impact Discretionary","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2018010850412000101","5ZCALRCBZHB","Covenant grants, mandatory","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2020010850412000015","5RMAG13C999","Coral Reef Initiative & Natural Resources","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2020010850412000021","5RMAG13C99F","Energizing Insular Communities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2020010850412000101","5RMAG13C9BR","Covenant CIP grants, mandatory","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2022010850412000035","5UWAA8SCS4B","CARES Act Supplemental (P.L. 116-136)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2022010850412000101","5UWAA8SCS69","Capital Improvement Program, Mandatory","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2024010850412000017","608A4GJDCW9","Maintenance Assistance","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2024010850412000036","608A4GJDCWS","2022 Inflation Reduction Act (P.L. 117-169)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2024010850412000037","608A4GJDCWT","Capital Improvement Program, Discretionary","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0412","","PB2025010850412000801","61UA1KEUN1J","Assistance to Territories (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000001","5ZCALRCJBVV","Federal services assistance","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000002","5ZCALRCJBVW","Enewetak","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000003","5ZCALRCJBVX","Palau Compact","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000101","5ZCALRCJC0T","Palau Compact Extension, mandatory","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000201","5ZCALRCJC3R","Assistance to the Marshall Islands","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000202","5ZCALRCJC3S","Assistance to the Federated States of Micronesia","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000204","5ZCALRCJC3U","Compact Impact","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000205","5ZCALRCJC3V","Judical Training/FEMA","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2018010850415000801","5ZCALRCJCLF","Compact of Free Association (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0415","","PB2021010850415000003","5TAAD4X366N","Marshall Islands Tax and Trade","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0418","","PB2018010850418000001","5ZCALRCQXFF","Advance payments to Guam of estimated U.S. income tax collections","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0418","","PB2018010850418000002","5ZCALRCQXFG","Advance payments to the Virgin Islands of estimated U.S. excise tax collections","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0680","","PB2018010100680000001","5ZC9798QT2P","Facility operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0680","","PB2018010100680000002","5ZC9798QT2Q","Facility maintenance and rehabilitation","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0680","","PB2018010100680000003","5ZC9798QT2R","Water and energy management and development","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0680","","PB2018010100680000004","5ZC9798QT2S","Fish and wildlife management and development","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","014","0680","","PB2018010100680000005","5ZC9798QT2T","Land management and development","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
