YEAR,AGENCY_ID,ALLOC_ID,ACCOUNT,PA_CODE,PA_NAME,FYQ
2016,072,,0304,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2016,072,,0409,0702,Loan guarantee subsidy,FY2018Q2
2016,072,,0409,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2016,072,,0409,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2016,072,,4493,0742,Downward reestimate paid to receipt account,FY2018Q2
2016,072,,4493,0743,Interest on downward reestimates,FY2018Q2
2016,072,,4344,0711,Default claim payments on principal,FY2018Q2
2016,072,,4344,0712,Default claim payments on interest,FY2018Q2
2016,072,,4344,0742,Downward reestimate paid to receipt account,FY2018Q2
2016,072,,4344,0743,Interest on downward reestimates,FY2018Q2
2016,072,,4340,0711,Default claim payments on principal,FY2018Q2
2016,072,,4340,0712,Default claim payments on interest,FY2018Q2
2016,072,,1264,0702,Loan guarantee subsidy,FY2018Q2
2016,072,,1264,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2016,072,,1264,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2016,072,,1264,0709,Administrative expenses,FY2018Q2
2016,072,,4266,0711,Default claim payments on principal,FY2018Q2
2016,072,,4266,0742,Downward reestimate paid to receipt account,FY2018Q2
2016,072,,4266,0743,Interest on downward reestimates,FY2018Q2
2016,072,,4103,0001,Liquidating Fund Payments to VEF,FY2018Q2
2016,072,,8342,0001,Foreign Service National Separation Liability Trust Fund (Direct),FY2018Q2
2016,072,,8502,0001,"Miscellaneous Trust Funds, AID (Direct)",FY2018Q2
2016,072,,8824,0001,"Miscellaneous Trust Funds, AID (Direct)",FY2018Q2
2017,072,,1015,0001,Complex Crises Fund (Direct),FY2018Q2
2017,072,,0113,0001,Diplomatic and Consular Programs (Direct),FY2018Q2
2017,072,,0113,0801,Diplomatic and Consular Programs (Reimbursable),FY2018Q2
2017,072,,0300,0801,IT/New Construction (Reimbursable),FY2018Q2
2017,072,,0305,0001,Conflict Stabilization Operations (Direct),FY2018Q2
2017,072,,0306,0001,"Assistance for Europe, Eurasia and Central Asia (Direct)",FY2018Q2
2017,072,,0400,0001,Microenterprise and Small Enterprise Development Program Account (Direct),FY2018Q2
2017,072,,0400,0801,Microenterprise and Small Enterprise Development Program Account (Reimbursable),FY2018Q2
2017,072,,0401,0001,Sub-Saharan Africa Disaster Assistance (Direct),FY2018Q2
2017,072,,0401,0801,Sub-Saharan Africa Disaster Assistance (Reimbursable),FY2018Q2
2017,072,,0535,0001,"Embassy Security, Construction, and Maintenance (Direct)",FY2018Q2
2017,072,,0535,0801,"Embassy Security, Construction, and Maintenance (Reimbursable)",FY2018Q2
2017,072,,1021,0001,Development Assistance Program (Direct),FY2018Q2
2017,072,,1030,0001,Global HIV/AIDs Initiative (Direct),FY2018Q2
2017,072,,1030,0801,Global HIV/AIDs Initiative (Reimbursable),FY2018Q2
2017,072,,1031,0001,Global Health Programs (Direct),FY2018Q2
2017,072,,1031,0801,Global Health Programs (Reimbursable),FY2018Q2
2017,072,,1035,0001,International Disaster Assistance (Direct),FY2018Q2
2017,072,,1095,0001,Child Survival and Health Programs (Direct),FY2018Q2
2017,072,,1096,0801,Central America and Caribbean Emergency Disaster Recovery Fund (Reimbursable),FY2018Q2
2017,072,,1121,0001,Democracy Fund (Direct),FY2018Q2
2017,072,,1121,0801,Democracy Fund (Reimbursable),FY2018Q2
2017,072,,1154,0001,Andean Counterdrug Programs (Direct),FY2018Q2
2017,072,,1154,0801,Andean Counterdrug Programs (Reimbursable),FY2018Q2
2017,072,,2278,0001,Food for Peace Title II Grants (Direct),FY2018Q2
2017,072,,2278,0801,Food for Peace Title II Grants (Reimbursable),FY2018Q2
2017,072,,2750,0001,Millennium Challenge Corporation (Direct),FY2018Q2
2017,072,,2750,0801,Millennium Challenge Corporation (Reimbursable),FY2018Q2
2017,072,,0301,0701,Direct loan subsidy,FY2018Q2
2017,072,,0301,0702,Loan guarantee subsidy,FY2018Q2
2017,072,,0301,0703,Subsidy for modifications of direct loans,FY2018Q2
2017,072,,0301,0704,Subsidy for modifications of loan guarantees,FY2018Q2
2017,072,,0301,0705,Reestimates of direct loan subsidy,FY2018Q2
2017,072,,0301,0706,Interest on reestimates of direct loan subsidy,FY2018Q2
2017,072,,0301,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0301,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0301,0709,Administrative expenses,FY2018Q2
2017,072,,0304,0701,Direct loan subsidy,FY2018Q2
2017,072,,0304,0702,Loan guarantee subsidy,FY2018Q2
2017,072,,0304,0703,Subsidy for modifications of direct loans,FY2018Q2
2017,072,,0304,0704,Subsidy for modifications of loan guarantees,FY2018Q2
2017,072,,0304,0705,Reestimates of direct loan subsidy,FY2018Q2
2017,072,,0304,0706,Interest on reestimates of direct loan subsidy,FY2018Q2
2017,072,,0304,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0304,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0304,0709,Administrative expenses,FY2018Q2
2017,072,,0401,0701,Direct loan subsidy,FY2018Q2
2017,072,,0401,0702,Loan guarantee subsidy,FY2018Q2
2017,072,,0401,0703,Subsidy for modifications of direct loans,FY2018Q2
2017,072,,0401,0704,Subsidy for modifications of loan guarantees,FY2018Q2
2017,072,,0401,0705,Reestimates of direct loan subsidy,FY2018Q2
2017,072,,0401,0706,Interest on reestimates of direct loan subsidy,FY2018Q2
2017,072,,0401,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0401,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0401,0709,Administrative expenses,FY2018Q2
2017,072,,0402,0701,Direct loan subsidy,FY2018Q2
2017,072,,0402,0702,Loan guarantee subsidy,FY2018Q2
2017,072,,0402,0703,Subsidy for modifications of direct loans,FY2018Q2
2017,072,,0402,0704,Subsidy for modifications of loan guarantees,FY2018Q2
2017,072,,0402,0705,Reestimates of direct loan subsidy,FY2018Q2
2017,072,,0402,0706,Interest on reestimates of direct loan subsidy,FY2018Q2
2017,072,,0402,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0402,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0402,0709,Administrative expenses,FY2018Q2
2017,072,,0409,0701,Direct loan subsidy,FY2018Q2
2017,072,,0409,0702,Loan guarantee subsidy,FY2018Q2
2017,072,,0409,0703,Subsidy for modifications of direct loans,FY2018Q2
2017,072,,0409,0704,Subsidy for modifications of loan guarantees,FY2018Q2
2017,072,,0409,0705,Reestimates of direct loan subsidy,FY2018Q2
2017,072,,0409,0706,Interest on reestimates of direct loan subsidy,FY2018Q2
2017,072,,0409,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0409,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,0409,0709,Administrative expenses,FY2018Q2
2017,072,,1264,0701,Direct loan subsidy,FY2018Q2
2017,072,,1264,0702,Loan guarantee subsidy,FY2018Q2
2017,072,,1264,0703,Subsidy for modifications of direct loans,FY2018Q2
2017,072,,1264,0704,Subsidy for modifications of loan guarantees,FY2018Q2
2017,072,,1264,0705,Reestimates of direct loan subsidy,FY2018Q2
2017,072,,1264,0706,Interest on reestimates of direct loan subsidy,FY2018Q2
2017,072,,1264,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,1264,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2017,072,,1264,0709,Administrative expenses,FY2018Q2
2017,072,,4119,0710,Direct loan obligations,FY2018Q2
2017,072,,4119,0711,Default claim payment on principal,FY2018Q2
2017,072,,4119,0712,Default claim payments on interest,FY2018Q2
2017,072,,4119,0713,Payment of interest to Treasury,FY2018Q2
2017,072,,4119,0715,Other,FY2018Q2
2017,072,,4119,0740,Negative subsidy obligations,FY2018Q2
2017,072,,4119,0741,Modification savings,FY2018Q2
2017,072,,4119,0742,Downward reestimates paid to receipt accounts,FY2018Q2
2017,072,,4119,0743,Interest on downward reestimates,FY2018Q2
2017,072,,4119,0744,Adjusting payments to liquidating account,FY2018Q2
2017,072,,4266,0710,Direct loan obligations,FY2018Q2
2017,072,,4266,0711,Default claim payment on principal,FY2018Q2
2017,072,,4266,0712,Default claim payments on interest,FY2018Q2
2017,072,,4266,0713,Payment of interest to Treasury,FY2018Q2
2017,072,,4266,0715,Other,FY2018Q2
2017,072,,4266,0740,Negative subsidy obligations,FY2018Q2
2017,072,,4266,0741,Modification savings,FY2018Q2
2017,072,,4266,0742,Downward reestimates paid to receipt accounts,FY2018Q2
2017,072,,4266,0743,Interest on downward reestimates,FY2018Q2
2017,072,,4266,0744,Adjusting payments to liquidating account,FY2018Q2
2017,072,,4344,0710,Direct loan obligations,FY2018Q2
2017,072,,4344,0711,Default claim payment on principal,FY2018Q2
2017,072,,4344,0712,Default claim payments on interest,FY2018Q2
2017,072,,4344,0713,Payment of interest to Treasury,FY2018Q2
2017,072,,4344,0715,Other,FY2018Q2
2017,072,,4344,0740,Negative subsidy obligations,FY2018Q2
2017,072,,4344,0741,Modification savings,FY2018Q2
2017,072,,4344,0742,Downward reestimates paid to receipt accounts,FY2018Q2
2017,072,,4344,0743,Interest on downward reestimates,FY2018Q2
2017,072,,4344,0744,Adjusting payments to liquidating account,FY2018Q2
2017,072,,4345,0710,Direct loan obligations,FY2018Q2
2017,072,,4345,0711,Default claim payment on principal,FY2018Q2
2017,072,,4345,0712,Default claim payments on interest,FY2018Q2
2017,072,,4345,0713,Payment of interest to Treasury,FY2018Q2
2017,072,,4345,0715,Other,FY2018Q2
2017,072,,4345,0740,Negative subsidy obligations,FY2018Q2
2017,072,,4345,0741,Modification savings,FY2018Q2
2017,072,,4345,0742,Downward reestimates paid to receipt accounts,FY2018Q2
2017,072,,4345,0743,Interest on downward reestimates,FY2018Q2
2017,072,,4345,0744,Adjusting payments to liquidating account,FY2018Q2
2017,072,,4491,0710,Direct loan obligations,FY2018Q2
2017,072,,4491,0711,Default claim payment on principal,FY2018Q2
2017,072,,4491,0712,Default claim payments on interest,FY2018Q2
2017,072,,4491,0713,Payment of interest to Treasury,FY2018Q2
2017,072,,4491,0715,Other,FY2018Q2
2017,072,,4491,0740,Negative subsidy obligations,FY2018Q2
2017,072,,4491,0741,Modification savings,FY2018Q2
2017,072,,4491,0742,Downward reestimates paid to receipt accounts,FY2018Q2
2017,072,,4491,0743,Interest on downward reestimates,FY2018Q2
2017,072,,4491,0744,Adjusting payments to liquidating account,FY2018Q2
2017,072,,4493,0710,Direct loan obligations,FY2018Q2
2017,072,,4493,0711,Default claim payment on principal,FY2018Q2
2017,072,,4493,0712,Default claim payments on interest,FY2018Q2
2017,072,,4493,0713,Payment of interest to Treasury,FY2018Q2
2017,072,,4493,0715,Other,FY2018Q2
2017,072,,4493,0740,Negative subsidy obligations,FY2018Q2
2017,072,,4493,0741,Modification savings,FY2018Q2
2017,072,,4493,0742,Downward reestimates paid to receipt accounts,FY2018Q2
2017,072,,4493,0743,Interest on downward reestimates,FY2018Q2
2017,072,,4493,0744,Adjusting payments to liquidating account,FY2018Q2
2017,072,,1010,0001,Assistance for Eastern Europe and the Baltic States (Direct),FY2018Q2
2017,072,,0306,0001,"Assistance for Europe, Eurasia and Central Asia (Direct)",FY2018Q2
2017,072,,1093,0001,Assistance for the Independent States of the Former Soviet Union (Direct),FY2018Q2
2017,072,,0300,0001,IT/New Construction,FY2018Q2
2017,072,,0302,0001,IT/New Construction,FY2018Q2
2017,072,,1095,0001,Child Survival and Health Programs (Direct),FY2018Q2
2017,072,,0305,0001,Conflict Stabilization Operations (Direct),FY2018Q2
2017,072,,1021,0001,Development Assistance Program (Direct),FY2018Q2
2017,072,,1023,0001,Development Assistance Program (Direct),FY2018Q2
2017,072,,1024,0001,Development Assistance Program (Direct),FY2018Q2
2017,072,,1025,0001,Development Assistance Program (Direct),FY2018Q2
2017,072,,1012,0001,Development Fund for Africa (Direct),FY2018Q2
2017,072,,1014,0001,Development Fund for Africa (Direct),FY2018Q2
2017,072,,4103,0001,Liquidating Fund Payments to VEF,FY2018Q2
2017,072,,8342,0001,Foreign Service National Separation Liability Trust Fund (Direct),FY2018Q2
2017,072,,1033,0801,HIV/AIDS Working Capital Fund (Reimbursable),FY2018Q2
2017,072,,1035,0001,International Disaster Assistance (Direct),FY2018Q2
2017,072,,1040,0001,International Disaster Assistance (Direct),FY2018Q2
2017,072,,8502,0001,"Miscellaneous Trust Funds, AID (Direct)",FY2018Q2
2017,072,,8824,0001,"Miscellaneous Trust Funds, AID (Direct)",FY2018Q2
2017,072,,9971,0001,"Miscellaneous Trust Funds, AID (Direct)",FY2018Q2
2017,072,,1000,0001,Operating Expenses of the Agency for International Development (Direct),FY2018Q2
2017,072,,1000,0002,Foreign national separation fund,FY2018Q2
2017,072,,1000,0801,Operating Expenses of the Agency for International Development (Reimbursable),FY2018Q2
2017,072,,1007,0001,"Operating Expenses, Office of Inspector General (Direct)",FY2018Q2
2017,072,,1007,0801,"Operating Expenses, Office of Inspector General (Reimbursable)",FY2018Q2
2017,072,,4175,0801,Property Management Fund (Reimbursable),FY2018Q2
2017,072,,1027,0001,Transition Initiatives (Direct),FY2018Q2
2017,072,,4513,0801,Working Capital Fund (Reimbursable),FY2018Q2
2017,072,,4590,0801,Working Capital Fund (Reimbursable),FY2018Q2
2017,072,,1037,0001,Economic Support Fund (Direct),FY2018Q2
2017,072,,1037,0801,Economic Support Fund (Reimbursable),FY2018Q2
2017,072,,1032,0001,Peacekeeping Operations (Direct),FY2018Q2
2017,072,,1032,0801,Peacekeeping Operations (Reimbursable),FY2018Q2
2016,071,,4184,0001,Non credit administrative expenses,FY2018Q2
2016,071,,4184,0002,Credit administrative expenses,FY2018Q2
2016,071,,4184,0003,Insurance claims and provisions,FY2018Q2
2016,071,,4184,0005,Investment encouragement and special activities,FY2018Q2
2016,071,,4184,0006,Project and non-project specific working capital,FY2018Q2
2016,071,,4184,0801,Asia Pacific Clean Energy Program and Global Climate Finance Facility,FY2018Q2
2016,071,,0100,0701,Direct loan subsidy,FY2018Q2
2016,071,,0100,0702,Loan guarantee subsidy,FY2018Q2
2016,071,,0100,0705,Reestimates of direct loan subsidy,FY2018Q2
2016,071,,0100,0706,Interest on reestimates of direct loan subsidy,FY2018Q2
2016,071,,0100,0707,Reestimates of loan guarantee subsidy,FY2018Q2
2016,071,,0100,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q2
2016,071,,0100,0709,Administrative expenses,FY2018Q2
2016,071,,4074,0003,Working Capital costs,FY2018Q2
2016,071,,4074,0710,Direct loan obligations,FY2018Q2
2016,071,,4074,0713,Payment of interest to Treasury,FY2018Q2
2016,071,,4074,0740,Negative subsidy obligations,FY2018Q2
2016,071,,4074,0742,Downward reestimate paid to receipt account,FY2018Q2
2016,071,,4074,0743,Interest on downward reestimates,FY2018Q2
2016,071,,4074,0801,Africa Clean Energy Finance,FY2018Q2
2016,071,,4075,0003,Working Capital Costs,FY2018Q2
2016,071,,4075,0711,Default claim payments on principal,FY2018Q2
2016,071,,4075,0713,Payment of interest to Treasury,FY2018Q2
2016,071,,4075,0740,Negative subsidy obligations,FY2018Q2
2016,071,,4075,0742,Downward reestimate paid to receipt account,FY2018Q2
2016,071,,4075,0743,Interest on downward reestimates,FY2018Q2
2017,071,,4184,0001,Non credit administrative expenses,FY2018Q2
2017,071,,4184,0002,Credit administrative expenses,FY2018Q2
2017,071,,4184,0005,Investment encouragement and special activities,FY2018Q2
2017,071,,4184,0006,Project and non-project specific working capital,FY2018Q2
2017,071,,4184,0008,Support for Power Africa,FY2018Q2
2017,071,,4184,0801,Global Climate Finance Facility,FY2018Q2
2017,071,,4184,0802,Africa Clean Energy Finance,FY2018Q2
2017,071,,4184,0803,Regional Economic Partnership Program in Africa,FY2018Q2
2017,071,,4184,0804,Loan Guaranty Facility in West Bank and Gaza,FY2018Q2
2016,074,,0100,0001,Administration and U.S. memorials,FY2018Q2
2016,074,,0100,0002,Overseas memorials and cemeteries,FY2018Q2
2016,074,,8569,0004,World War II Memorial,FY2018Q2
2017,074,,8569,0004,World War II Memorial,FY2018Q2
2017,074,,0100,0001,Administration,FY2018Q2
2017,074,,0100,0002,Cemetery Operations,FY2018Q2
2016,084,,8522,0001,Operations and maintenance,FY2018Q2
2016,084,,8522,0002,Construction,FY2018Q2
2017,084,,8522,0001,Operations and maintenance,FY2018Q2
2017,084,,8522,0002,Construction,FY2018Q2
2017,084,,0100,0001,General fund payment,FY2018Q2
2016,090,,0400,0001,Selective Service System,FY2018Q2
2017,090,,0400,0001,Selective Service System,FY2018Q2
2018,090,,0400,0001,Selective Service System,FY2018Q2
2016,011,017,1081,0001,International Military Education and Training (Direct),FY2018Q2
2016,011,021,1081,0001,International Military Education and Training (Direct),FY2018Q2
2016,011,057,1081,0001,International Military Education and Training (Direct),FY2018Q2
2016,011,097,1081,0001,International Military Education and Training (Direct),FY2018Q2
2016,011,017,1082,0009,Administrative Expenses,FY2018Q2
2016,011,019,1082,0009,Administrative Expenses,FY2018Q2
2016,011,021,1082,0009,Administrative Expenses,FY2018Q2
2016,011,057,1082,0009,Administrative Expenses,FY2018Q2
2016,011,097,1082,0001,Country grants,FY2018Q2
2016,011,097,1082,0009,Administrative Expenses,FY2018Q2
2016,011,097,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2016,011,097,8242,0003,Aircraft,FY2018Q2
2016,011,097,8242,0004,Missiles,FY2018Q2
2016,011,097,8242,0005,Communication Equipment,FY2018Q2
2016,011,097,8242,0006,Maintenance and Support Equipment,FY2018Q2
2016,011,097,8242,0007,Special Activities/R&D,FY2018Q2
2016,011,097,8242,0008,Tactical/Support/Combat Vehicles,FY2018Q2
2016,011,097,8242,0009,Ammunition,FY2018Q2
2016,011,097,8242,0010,Supplies & Supply Operations,FY2018Q2
2016,011,097,8242,0011,Construction,FY2018Q2
2016,011,097,8242,0012,Weapons,FY2018Q2
2016,011,097,8242,0013,Training,FY2018Q2
2016,011,097,8242,0014,Ships,FY2018Q2
2016,011,097,8242,0015,Administration,FY2018Q2
2017,011,017,1081,0001,International Military Education and Training (Direct),FY2018Q2
2017,011,021,1081,0001,International Military Education and Training (Direct),FY2018Q2
2017,011,057,1081,0001,International Military Education and Training (Direct),FY2018Q2
2017,011,097,1081,0001,International Military Education and Training (Direct),FY2018Q2
2017,011,017,1082,0009,Administrative Expenses,FY2018Q2
2017,011,019,1082,0009,Administrative Expenses,FY2018Q2
2017,011,021,1082,0009,Administrative Expenses,FY2018Q2
2017,011,057,1082,0009,Administrative Expenses,FY2018Q2
2017,011,097,1082,0001,Country grants,FY2018Q2
2017,011,097,1082,0009,Administrative Expenses,FY2018Q2
2016,011,021,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2016,011,057,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2016,011,017,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2017,011,021,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2017,011,057,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2017,011,017,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2017,011,097,4116,0801,Special Defense Acquisition Fund (Reimbursable),FY2018Q2
2017,011,097,8242,0003,Aircraft,FY2018Q2
2017,011,097,8242,0004,Missiles,FY2018Q2
2017,011,097,8242,0005,Communication Equipment,FY2018Q2
2017,011,097,8242,0006,Maintenance and Support Equipment,FY2018Q2
2017,011,097,8242,0007,Special Activities/R&D,FY2018Q2
2017,011,097,8242,0008,Tactical/Support/Combat Vehicles,FY2018Q2
2017,011,097,8242,0009,Ammunition,FY2018Q2
2017,011,097,8242,0010,Supplies & Supply Operations,FY2018Q2
2017,011,097,8242,0011,Construction,FY2018Q2
2017,011,097,8242,0012,Weapons,FY2018Q2
2017,011,097,8242,0013,Training,FY2018Q2
2017,011,097,8242,0014,Ships,FY2018Q2
2017,011,097,8242,0015,Administration,FY2018Q2
2016,310,,3200,0001,Salaries and expenses (Direct),FY2018Q1
2016,310,,3200,0801,Salaries and Expenses (Reimbursable),FY2018Q1
2017,310,,3200,0001,Salaries and expenses (Direct),FY2018Q1
2017,310,,3200,0801,Salaries and Expenses (Reimbursable),FY2018Q1
2018,310,,3200,0001,Salaries and Expenses (Direct),FY2018Q1
2018,310,,3200,0801,Salaries and Expenses (Reimbursable),FY2018Q1
2016,302,,1700,0001,Salaries and Expenses (Direct),FY2018Q1
2017,302,,1700,0001,Salaries and Expenses (Direct),FY2018Q1
2016,309,,0200,0101,Appalachian development highway system,FY2018Q1
2016,309,012,0200,0101,Appalachian development highway system,FY2018Q1
2016,309,013,0200,0101,Appalachian development highway system,FY2018Q1
2016,309,069,0200,0101,Appalachian development highway system,FY2018Q1
2016,309,086,0200,0101,Appalachian development highway system,FY2018Q1
2016,309,091,0200,0101,Appalachian development highway system,FY2018Q1
2016,309,096,0200,0101,Appalachian development highway system,FY2018Q1
2016,309,,0200,0102,Area development and technical assistance program,FY2018Q1
2016,309,012,0200,0102,Area development and technical assistance program,FY2018Q1
2016,309,013,0200,0102,Area development and technical assistance program,FY2018Q1
2016,309,069,0200,0102,Area development and technical assistance program,FY2018Q1
2016,309,086,0200,0102,Area development and technical assistance program,FY2018Q1
2016,309,091,0200,0102,Area development and technical assistance program,FY2018Q1
2016,309,096,0200,0102,Area development and technical assistance program,FY2018Q1
2016,309,,0200,0103,Local development districts program,FY2018Q1
2016,309,012,0200,0103,Local development districts program,FY2018Q1
2016,309,013,0200,0103,Local development districts program,FY2018Q1
2016,309,069,0200,0103,Local development districts program,FY2018Q1
2016,309,086,0200,0103,Local development districts program,FY2018Q1
2016,309,091,0200,0103,Local development districts program,FY2018Q1
2016,309,096,0200,0103,Local development districts program,FY2018Q1
2016,309,,0200,0201,Federal co-chairman and staff,FY2018Q1
2016,309,012,0200,0201,Federal co-chairman and staff,FY2018Q1
2016,309,013,0200,0201,Federal co-chairman and staff,FY2018Q1
2016,309,069,0200,0201,Federal co-chairman and staff,FY2018Q1
2016,309,086,0200,0201,Federal co-chairman and staff,FY2018Q1
2016,309,091,0200,0201,Federal co-chairman and staff,FY2018Q1
2016,309,096,0200,0201,Federal co-chairman and staff,FY2018Q1
2016,309,,0200,0202,Administrative expenses,FY2018Q1
2016,309,012,0200,0202,Administrative expenses,FY2018Q1
2016,309,013,0200,0202,Administrative expenses,FY2018Q1
2016,309,069,0200,0202,Administrative expenses,FY2018Q1
2016,309,086,0200,0202,Administrative expenses,FY2018Q1
2016,309,091,0200,0202,Administrative expenses,FY2018Q1
2016,309,096,0200,0202,Administrative expenses,FY2018Q1
2016,309,,8088,0001,Miscellaneous Trust Funds (Direct),FY2018Q1
2016,309,,8090,0001,Miscellaneous Trust Funds (Direct),FY2018Q1
2017,309,,0200,0102,Area development and technical assistance program,FY2018Q1
2017,309,,0200,0103,Local development districts program,FY2018Q1
2017,309,,0200,0201,Federal co-chairman and staff,FY2018Q1
2017,309,,0200,0202,Administrative expenses,FY2018Q1
2017,309,,0100,0001,Other Commissions and Boards (Direct),FY2018Q1
2017,309,,0500,0001,Other Commissions and Boards (Direct),FY2018Q1
2016,313,,8281,0001,Barry Goldwater Scholarship and Excellence in Education Foundation (Direct),FY2018Q1
2017,313,,8281,0001,Barry Goldwater Scholarship and Excellence in Education Foundation (Direct),FY2018Q1
2016,514,,0206,0001,Broadcasting Board of Governors,FY2018Q1
2016,514,,0206,0801,International Broadcasting Operations (Reimbursable),FY2018Q1
2016,514,,0208,0001,Broadcasting Board of Governors,FY2018Q1
2016,514,,0208,0801,International Broadcasting Operations (Reimbursable),FY2018Q1
2016,514,,8286,0001,Broadcasting Board of Governors,FY2018Q1
2016,514,,8286,0801,International Broadcasting Operations (Reimbursable),FY2018Q1
2016,514,,0204,0002,Upgrade of existing relay station capabilities,FY2018Q1
2016,514,,0204,0003,"Maintenance, improvements, replacements and repairs",FY2018Q1
2016,514,,0204,0005,Satellite and terrestrial feed systems,FY2018Q1
2017,514,,0204,0002,Upgrade of existing relay station capabilities,FY2018Q1
2017,514,,0204,0003,"Maintenance, improvements, replacements and repairs",FY2018Q1
2017,514,,0204,0005,Satellite and terrestrial feed systems,FY2018Q1
2017,514,,0206,0001,Broadcasting Board of Governors,FY2018Q1
2017,514,,0206,0801,International Broadcasting Operations (Reimbursable),FY2018Q1
2017,514,,0208,0001,Broadcasting Board of Governors,FY2018Q1
2017,514,,0208,0801,International Broadcasting Operations (Reimbursable),FY2018Q1
2017,514,,1145,0001,Broadcasting Board of Governors,FY2018Q1
2017,514,,1145,0801,International Broadcasting Operations (Reimbursable),FY2018Q1
2017,514,,8286,0001,Broadcasting Board of Governors,FY2018Q1
2017,514,,8286,0801,International Broadcasting Operations (Reimbursable),FY2018Q1
2016,581,,5577,0001,Consumer Financial Protection Bureau,FY2018Q1
2016,581,,5578,0001,Civil Penalty Payments,FY2018Q1
2017,581,,5577,0001,Consumer Financial Protection Bureau,FY2018Q1
2017,581,,5578,0001,Civil Penalty Payments,FY2018Q1
2017,581,,5577,0801,Consumer Financial Protection Bureau (Reimbursable),FY2018Q1
2018,581,,5577,0001,Consumer Financial Protection Bureau,FY2018Q1
2018,581,,5578,0001,Civil Penalty Payments,FY2018Q1
2018,581,,5577,0801,Consumer Financial Protection Bureau (Reimbursable),FY2018Q1
2016,056,,3400,0001,Personnel benefits,FY2018Q1
2017,056,,3400,0001,Personnel benefits,FY2018Q1
2016,510,,3850,0001,Salaries and Expenses (Direct),FY2018Q1
2016,510,,3851,0001,Salaries and Expenses (Direct),FY2018Q1
2017,510,,3850,0001,Salaries and Expenses (Direct),FY2018Q1
2017,510,,3851,0001,Salaries and Expenses (Direct),FY2018Q1
2016,323,,2600,0001,Salaries and Expenses (Direct),FY2018Q1
2016,323,,2602,0001,National Capital Arts and Cultural Affairs (Direct),FY2018Q1
2017,323,,2602,0001,National Capital Arts and Cultural Affairs (Direct),FY2018Q1
2017,323,,2600,0001,Salaries and Expenses (Direct),FY2018Q1
2016,326,,1900,0001,Salaries and Expenses (Direct),FY2018Q1
2017,326,,1900,0001,Salaries and Expenses (Direct),FY2018Q1
2018,326,,1900,0001,Salaries and Expenses (Direct),FY2018Q1
2016,338,,2000,0001,Salaries and Expenses,FY2018Q1
2017,338,,2000,0001,Salaries and Expenses,FY2018Q1
2018,338,,2000,0001,Salaries and Expenses,FY2018Q1
2016,339,,1400,0001,Salaries and Expenses,FY2018Q1
2016,339,,1400,0002,Information Technology,FY2018Q1
2016,339,,4334,0802,Whistleblower Awards,FY2018Q1
2016,339,,4334,0803,Customer Education Program,FY2018Q1
2016,339,,4334,0804,Whistleblower Program,FY2018Q1
2017,339,,1400,0001,Salaries and Expenses,FY2018Q1
2017,339,,1400,0002,Information Technology,FY2018Q1
2017,339,,1400,0003,Inspector General,FY2018Q1
2017,339,,4334,0001,Customer Education Program,FY2018Q1
2017,339,,4334,0002,Whistleblower Program,FY2018Q1
2017,339,,4334,0003,Whistleblower Awards,FY2018Q1
2018,339,,1400,0001,Salaries and Expenses,FY2018Q1
2018,339,,1400,0002,Information Technology,FY2018Q1
2018,339,,1400,0003,Inspector General,FY2018Q1
2018,339,,1400,0910,Appropriations used to liquidate unpaid lease obligations,FY2018Q1
2018,339,,4334,0001,Customer Education Program,FY2018Q1
2018,339,,4334,0002,Whistleblower Program,FY2018Q1
2018,339,,4334,0003,Whistleblower Awards,FY2018Q1
2017,339,,1400,0910,Appropriations used to liquidate unpaid lease obligations,FY2018Q1
2016,485,,2728,0001,AmeriCorps*State and National,FY2018Q1
