PA_CODE,FYQ,OMB_BUREAU_TITLE_OPTNL,OMB_ACCOUNT_TITLE_OPTNL,AGENCY_CODE,ALLOCATION_ID,ACCOUNT_CODE,PA_TITLE
0102,FY18Q2,,,309,,0200,Area development and technical assistance program
0001,FY18Q2,,,073,,0200,Audit
0002,FY18Q2,,,070,,0200,CAS - Mission Support
0003,FY18Q2,,,016,,0200,Compensation and working conditions
0002,FY18Q2,,,015,,0200,Counterterrorism/Counterintelligence
0202,FY18Q2,,,015,,0200,Counterterrorism/Counterintelligence
0003,FY18Q2,,,015,,0200,Criminal Enterprises and Federal Crimes
0203,FY18Q2,,,015,,0200,Criminal Enterprises and Federal Crimes
0004,FY18Q2,,,015,,0200,Criminal Justice Services
0204,FY18Q2,,,015,,0200,Criminal Justice Services
0007,FY18Q2,,,031,,0200,Decommissioning and Low-Level Waste
0006,FY18Q2,,,016,,0200,Executive direction and staff services
0201,FY18Q2,,,309,012,0200,Federal co-chairman and staff
0201,FY18Q2,,,309,013,0200,Federal co-chairman and staff
0201,FY18Q2,,,309,069,0200,Federal co-chairman and staff
0201,FY18Q2,,,309,086,0200,Federal co-chairman and staff
0201,FY18Q2,,,309,091,0200,Federal co-chairman and staff
0201,FY18Q2,,,309,096,0200,Federal co-chairman and staff
0201,FY18Q2,,,309,,0200,Federal co-chairman and staff
0101,FY18Q2,,,091,,0200,Federal Pell grants
0201,FY18Q2,,,091,,0200,Federal supplemental educational opportunity grants (SEOG)
0202,FY18Q2,,,091,,0200,Federal work-study
0004,FY18Q2,,,073,,0200,General Office/Legal Counsel
0005,FY18Q2,,,015,,0200,Hurricane Relief Supplemental
0004,FY18Q2,,,073,,0200,"Immediate Office, Chief of Staff, and Counsel"
0001,FY18Q2,,,070,,0200,Inspections and Investigations
0010,FY18Q2,,,031,,0200,Integrated University Program
0003,FY18Q2,,,018,,0200,Integration and Support
0001,FY18Q2,,,015,,0200,Intelligence
0201,FY18Q2,,,015,,0200,Intelligence
0708,FY18Q2,,,086,,0200,Interest on reestimates of loan guarantee subsidy
0002,FY18Q2,,,073,,0200,Investigations
0001,FY18Q2,,,016,,0200,Labor force statistics
0103,FY18Q2,,,309,012,0200,Local development districts program
0103,FY18Q2,,,309,013,0200,Local development districts program
0103,FY18Q2,,,309,069,0200,Local development districts program
0103,FY18Q2,,,309,086,0200,Local development districts program
0103,FY18Q2,,,309,091,0200,Local development districts program
0103,FY18Q2,,,309,096,0200,Local development districts program
0103,FY18Q2,,,309,,0200,Local development districts program
0003,FY18Q2,,,073,,0200,Management and Administration
0003,FY18Q2,,,073,,0200,Management policy
0005,FY18Q2,,,031,,0200,Nuclear Materials and Waste Safety
0001,FY18Q2,,,031,,0200,Nuclear Reactor Safety
0004,FY18Q2,,,018,,0200,Office of the Inspector General
0801,FY18Q2,,,070,,0200,Operating Expenses (Reimbursable)
0002,FY18Q2,,,024,,0200,Payment of Government share of retirement costs
0001,FY18Q2,,,018,,0200,Postal Service Accountability
0002,FY18Q2,,,016,,0200,Prices and cost of living
0004,FY18Q2,,,016,,0200,Productivity and technology
0001,FY18Q2,,,418,,0200,Promotion of the humanities
0002,FY18Q2,,,018,,0200,Public Access and Participation
0707,FY18Q2,,,086,,0200,Reestimates of loan guarantee subsidy
0801,FY18Q2,,,015,,0200,Salaries and Expenses (Reimbursable)
0801,FY18Q2,,,016,,0200,Salaries and Expenses (Reimbursable)
0901,FY18Q2,,,016,,0200,Salaries and Expenses (Reimbursable)
0801,FY18Q2,,,031,,0200,Salaries and Expenses (Reimbursable)
0005,FY18Q2,,,024,,0200,Spouse equity payment
0003,FY18Q2,,,024,,0200,Transfers for interest on unfunded liability and payment of military service annuities
0001,FY18Q2,,,073,,0201,Audit
0001,FY18Q2,,,013,,0201,Business Development
0002,FY18Q2,,,070,,0201,CAS - Mission Support
0204,FY18Q2,,,091,,0201,Child care access means parents in school
0303,FY18Q2,,,091,,0201,College access challenge grants
0102,FY18Q2,,,091,,0201,Developing Hispanic-serving institution STEM and articulation programs
0101,FY18Q2,,,091,,0201,Developing Hispanic-serving institutions
0201,FY18Q2,,,091,,0201,Federal TRIO programs
0105,FY18Q2,,,091,,0201,FIPSE/First in the World
0105,FY18Q2,,,091,,0201,Fund for the Improvement of Postsecondary Education
0202,FY18Q2,,,091,,0201,Gaining early awareness and readiness for undergraduate programs (GEAR UP)
0302,FY18Q2,,,091,,0201,GPRA data/HEA program evaluation
0203,FY18Q2,,,091,,0201,Graduate assistance in areas of national need
0004,FY18Q2,,,073,,0201,"Immediate Office, Chief of Staff, and Counsel"
0001,FY18Q2,,,070,,0201,Inspections and Investigations
0104,FY18Q2,,,091,,0201,International education and foreign language studies
0002,FY18Q2,,,073,,0201,Investigations
0003,FY18Q2,,,073,,0201,Management and Administration
0006,FY18Q2,,,091,,0201,Masters degree programs for HBCUs and predominantly Black institutions
0010,FY18Q2,,,091,,0201,Minority science and engineering improvement
0106,FY18Q2,,,091,,0201,Model transition programs for students with intellectual disabilities into higher education
0801,FY18Q2,,,070,,0201,Operating Expenses (Reimbursable)
0103,FY18Q2,,,091,,0201,Promoting baccalaureate opportunities for Hispanic Americans
0003,FY18Q2,,,091,,0201,Strengthening Alaska Native and Native Hawaiian-serving institutions
0003,FY18Q2,,,091,,0201,Strengthening Alaska Native- and Native Hawaiian-serving institutions
0008,FY18Q2,,,091,,0201,Strengthening Asian American- and Native American Pacific Islander-serving institutions
0004,FY18Q2,,,091,,0201,Strengthening historically Black colleges and universities
0004,FY18Q2,,,091,,0201,Strengthening historically Black colleges and universities (HBCUs)
0005,FY18Q2,,,091,,0201,Strengthening historically Black graduate institutions
0001,FY18Q2,,,091,,0201,Strengthening institutions
0009,FY18Q2,,,091,,0201,Strengthening Native American-serving nontribal institutions
0007,FY18Q2,,,091,,0201,Strengthening predominantly Black institutions
0002,FY18Q2,,,091,,0201,Strengthening tribally controlled colleges and universities
0301,FY18Q2,,,091,,0201,Teacher quality partnership
0107,FY18Q2,,,091,,0201,Tribally controlled postsecondary career and technical institutions
0002,FY18Q2,,,091,,0202,Discretionary servicing activities
0001,FY18Q2,,,019,,0202,East-West Center (Direct)
0001,FY18Q2,,,019,,0202,Program activities and operations
0001,FY18Q2,,,091,,0202,Student aid administration
0020,FY18Q2,,,015,,0203,21st Century Facilities Program
0013,FY18Q2,,,015,,0203,Biometrics Technology Center
0021,FY18Q2,,,015,,0203,CJIS Campus
0017,FY18Q2,,,015,,0203,DOJ Consolidated Data Center
0001,FY18Q2,,,019,,0203,East-West Center (Direct)
0002,FY18Q2,,,091,,0203,Elementary and secondary school counseling
0018,FY18Q2,,,015,,0203,FBI Headquarters Building
0016,FY18Q2,,,015,,0203,Hazardous Devices School
0001,FY18Q2,,,086,,0203,HOME Investment Program
0019,FY18Q2,,,015,,0203,Other FBI Construction Projects
0003,FY18Q2,,,091,,0203,Physical education program
0001,FY18Q2,,,019,,0203,Program activities and operations
0005,FY18Q2,,,091,,0203,Project SERV
0004,FY18Q2,,,091,,0203,Promise neighborhoods
0011,FY18Q2,,,015,,0203,Quantico
0001,FY18Q2,,,091,,0203,Safe and drug-free schools and communities national activities
0001,FY18Q2,,,091,,0203,School safety national activities
0006,FY18Q2,,,015,,0203,Secure Work Environment Program
0014,FY18Q2,,,015,,0203,Terrorists Explosive Devices Analytical Center
0007,FY18Q2,,,091,,0204,Advanced placement
0009,FY18Q2,,,091,,0204,Advanced placement
0011,FY18Q2,,,091,,0204,American history and civics academies
0010,FY18Q2,,,091,,0204,Arts in education
0012,FY18Q2,,,091,,0204,Arts in education
0004,FY18Q2,,,091,,0204,Charter school grants
0006,FY18Q2,,,091,,0204,Charter schools grants
0005,FY18Q2,,,091,,0204,Credit enhancement for charter school facilities
0007,FY18Q2,,,091,,0204,Credit enhancement for charter school facilities
0801,FY18Q2,,,091,,0204,DC schools
0001,FY18Q2,,,091,,0204,"Education, innovation, and research"
0009,FY18Q2,,,091,,0204,Fund for the Improvement of Education:  Programs of national significance
0011,FY18Q2,,,091,,0204,Fund for the Improvement of Education:  Programs of national significance
0002,FY18Q2,,,091,,0204,Investing in innovation
0006,FY18Q2,,,091,,0204,Magnet school assistance
0008,FY18Q2,,,091,,0204,Magnet schools assistance
0003,FY18Q2,,,514,,0204,"Maintenance, improvements, replacements and repairs"
0001,FY18Q2,,,091,,0204,Race to the top
0012,FY18Q2,,,091,,0204,Race to the top
0008,FY18Q2,,,091,,0204,Ready to learn programming
0010,FY18Q2,,,091,,0204,Ready-to-learn television
0005,FY18Q2,,,514,,0204,Satellite and terrestrial feed systems
0003,FY18Q2,,,091,,0204,School leader recruitment and support
0005,FY18Q2,,,091,,0204,School leadership
0801,FY18Q2,,,091,,0204,SOAR Act
0002,FY18Q2,,,091,,0204,Teacher and school leader incentive fund
0003,FY18Q2,,,091,,0204,Teacher incentive fund
0004,FY18Q2,,,091,,0204,Transition to teaching
0002,FY18Q2,,,514,,0204,Upgrade of existing relay station capabilities
0101,FY18Q2,,,091,,0205,Federal Pell grants
0201,FY18Q2,,,091,,0205,Federal supplemental educational opportunity grants (SEOG)
0202,FY18Q2,,,091,,0205,Federal work-study
0001,FY18Q2,,,086,,0205,HOME Investment Program
0003,FY18Q2,,,086,,0205,SHOP
0002,FY18Q2,,,086,,0205,Technical Assistance
0001,FY18Q2,,,514,,0206,Broadcasting Board of Governors
0701,FY18Q2,,,091,,0206,Direct loan subsidy
0001,FY18Q2,,,024,,0206,Government contribution for annuitants benefits (1959 Act)
0002,FY18Q2,,,024,,0206,Government contribution for annuitants benefits (1960 Act)
0002,FY18Q2,,,086,,0206,Homeownership and rental housing assistance (Sections 235 and 236)
0801,FY18Q2,,,514,,0206,International Broadcasting Operations (Reimbursable)
0705,FY18Q2,,,091,,0206,Reestimates of direct loan subsidy
0001,FY18Q2,,,086,,0206,Rent supplement
0007,FY18Q2,,,091,,0207,Advanced placement
0011,FY18Q2,,,091,,0207,American history and civics academies
0010,FY18Q2,,,091,,0207,Arts in education
0004,FY18Q2,,,091,,0207,Charter school grants
0005,FY18Q2,,,091,,0207,Credit enhancement for charter school facilities
0801,FY18Q2,,,091,,0207,DC schools
0001,FY18Q2,,,091,,0207,"Education, innovation, and research"
0009,FY18Q2,,,091,,0207,Fund for the Improvement of Education:  Programs of national significance
0006,FY18Q2,,,091,,0207,Magnet school assistance
0012,FY18Q2,,,091,,0207,Race to the top
0008,FY18Q2,,,091,,0207,Ready to learn programming
0003,FY18Q2,,,091,,0207,School leader recruitment and support
0002,FY18Q2,,,091,,0207,Teacher and school leader incentive fund
0709,FY18Q2,,,089,,0208,Administrative expenses
0001,FY18Q2,,,514,,0208,Broadcasting Board of Governors
0701,FY18Q2,,,089,,0208,Direct loan subsidy
0706,FY18Q2,,,089,,0208,Interest on reestimates of direct loan subsidy
0708,FY18Q2,,,089,,0208,Interest on reestimates of loan guarantee subsidy
0801,FY18Q2,,,514,,0208,International Broadcasting Operations (Reimbursable)
0705,FY18Q2,,,089,,0208,Reestimates of direct loan subsidy
0707,FY18Q2,,,089,,0208,Reestimates of loan guarantee subsidy
0001,FY18Q2,,,019,,0209,Academic Exchanges
0101,FY18Q2,,,012,,0209,Administrative expenses
0709,FY18Q2,,,089,,0209,Administrative expenses
0001,FY18Q2,,,012,,0209,Child nutrition program purchases
0701,FY18Q2,,,089,,0209,Direct loan subsidy
0001,FY18Q2,,,019,,0209,Educational and Cultural Exchange Programs (Direct)
0880,FY18Q2,,,019,,0209,Educational and Cultural Exchange Programs (Reimbursable)
0002,FY18Q2,,,012,,0209,Emergency surplus removal
0811,FY18Q2,,,012,,0209,"Funds for Strengthening Markets, Income, and Supply (section 32) (Reimbursable)"
0706,FY18Q2,,,089,,0209,Interest on reestimates of direct loan subsidy
0708,FY18Q2,,,089,,0209,Interest on reestimates of loan guarantee subsidy
0705,FY18Q2,,,089,,0209,Reestimates of direct loan subsidy
0707,FY18Q2,,,089,,0209,Reestimates of loan guarantee subsidy
0001,FY18Q2,,,011,,0209,Salaries and expenses
0703,FY18Q2,,,089,,0209,Subsidy for Modifications of Direct Loans
0801,FY18Q2,,,011,,0209,The White House (Reimbursable)
0001,FY18Q2,,,019,,0210,National Endowment for Democracy
0001,FY18Q2,,,019,,0210,National Endowment for Democracy (Direct)
0001,FY18Q2,,,011,,0210,Operating Expenses (Direct)
0831,FY18Q2,,,011,,0210,Operating Expenses (Reimbursable)
0001,FY18Q2,,,011,,0211,Special Assistance to the President and the Official Residence O (Direct)
0801,FY18Q2,,,011,,0211,Special Assistance to the President and the Official Residence O (Reimbursable)
0801,FY18Q2,,,089,,0212,"Ensure Just and Reasonable Rates, Terms & Conditions"
0803,FY18Q2,,,089,,0212,Mission Support through Organizational Excellence
0802,FY18Q2,,,089,,0212,"Promote Safe, Reliable, Secure & Efficient Infrastructure"
0004,FY18Q2,,,089,,0213,Advanced Energy Systems
0002,FY18Q2,,,089,,0213,Carbon Capture
0027,FY18Q2,,,089,,0213,"Carbon Capture, Utilization and Storage"
0003,FY18Q2,,,089,,0213,Carbon Storage
0026,FY18Q2,,,089,,0213,Clean Coal Power Initiative
0005,FY18Q2,,,089,,0213,Cross-Cutting Research
0016,FY18Q2,,,089,,0213,Environmental Restoration
0801,FY18Q2,,,089,,0213,Fossil Energy Research and Development (Reimbursable)
0020,FY18Q2,,,089,,0213,Natural gas technologies
0028,FY18Q2,,,089,,0213,NETL Coal R&D
0025,FY18Q2,,,089,,0213,NETL Infrastructure
0024,FY18Q2,,,089,,0213,NETL Research and Operations
0014,FY18Q2,,,089,,0213,Plant and Capital Equipment
0007,FY18Q2,,,089,,0213,Program Direction
0012,FY18Q2,,,089,,0213,Program Direction - Management
0013,FY18Q2,,,089,,0213,Program Direction - NETL R&D
0017,FY18Q2,,,089,,0213,Special Recruitment Program
0022,FY18Q2,,,089,,0213,STEP (Supercritical CO2)
0021,FY18Q2,,,089,,0213,Unconventional FE Technologies
0001,FY18Q2,,,012,,0215,Dairy products
0002,FY18Q2,,,012,,0215,Fruits and vegetables
0003,FY18Q2,,,012,,0215,Meat grading
0005,FY18Q2,,,012,,0215,Miscellaneous agricultural commodities
0004,FY18Q2,,,012,,0215,Poultry products
0002,FY18Q2,,,012,,0215,Specialty Crops
0001,FY18Q2,,,089,,0216,Obligations by Program Activity
0001,FY18Q2,,,086,,0218,HOPE VI/Choice Neighborhoods Grants
0001,FY18Q2,,,089,,0218,SPR Management
0002,FY18Q2,,,089,,0218,SPR Storage Facilities Development
0001,FY18Q2,,,086,,0219,HOME Investment Program
0002,FY18Q2,,,089,,0219,Naval Petroleum and Oil Shale Reserves Program Direction
0001,FY18Q2,,,089,,0219,Production and Operations
0003,FY18Q2,,,086,,0219,SHOP
0002,FY18Q2,,,086,,0219,Technical Assistance
0005,FY18Q2,,,091,,0220,Evaluation
0001,FY18Q2,,,091,,0220,Grants to local educational agencies
0007,FY18Q2,,,091,,0220,High school graduation initiative
0002,FY18Q2,,,091,,0220,School improvement grants
0006,FY18Q2,,,091,,0220,Special programs for migrant students
0004,FY18Q2,,,091,,0220,State agency programs
0004,FY18Q2,,,091,,0220,State agency programs:  Neglected and delinquent
0003,FY18Q2,,,091,,0220,State agency programs: Migrants
0003,FY18Q2,,,091,,0220,Striving readers
0002,FY18Q2,,,089,,0222,Advanced Scientific Computing Research
0001,FY18Q2,,,089,,0222,Basic Energy Sciences
0003,FY18Q2,,,089,,0222,Biological and Environmental Research
0006,FY18Q2,,,089,,0222,Fusion Energy Sciences
0004,FY18Q2,,,089,,0222,High Energy Physics
0005,FY18Q2,,,089,,0222,Nuclear Physics
0010,FY18Q2,,,089,,0222,Safeguards and Security
0801,FY18Q2,,,089,,0222,Science (Reimbursable)
0007,FY18Q2,,,089,,0222,Science Laboratories Infrastructure
0008,FY18Q2,,,089,,0222,Science Program Direction
0011,FY18Q2,,,089,,0222,Small Business Innovation Research
0012,FY18Q2,,,089,,0222,Small Business Technology Transfer
0009,FY18Q2,,,089,,0222,Workforce Development for Teachers and Scientists
0709,FY18Q2,,,086,,0223,Administrative expenses
0708,FY18Q2,,,086,,0223,Interest on reestimates of loan guarantee subsidy
0702,FY18Q2,,,086,,0223,Loan guarantee subsidy
0707,FY18Q2,,,086,,0223,Reestimates of loan guarantee subsidy
0009,FY18Q2,,,089,,0228,Chief Financial Officer
0010,FY18Q2,,,089,,0228,Chief Information Officer
0002,FY18Q2,,,089,,0228,Cost of Work
0801,FY18Q2,,,089,,0228,Departmental Administration (Reimbursable)
0008,FY18Q2,,,089,,0228,Economic Impact and Diversity
0013,FY18Q2,,,089,,0228,Energy Policy and Systems Analysis
0006,FY18Q2,,,089,,0228,General Counsel
0011,FY18Q2,,,089,,0228,Human Capital Management
0012,FY18Q2,,,089,,0228,Indian Energy Policy
0014,FY18Q2,,,089,,0228,International Affairs
0018,FY18Q2,,,089,,0228,Management
0004,FY18Q2,,,089,,0228,Office of Congressional and Intergovernmental Affairs
0007,FY18Q2,,,089,,0228,Office of Policy
0005,FY18Q2,,,089,,0228,Office of Public Affairs
0015,FY18Q2,,,089,,0228,Office of Small and Disadvantaged Business Utilization
0003,FY18Q2,,,089,,0228,Office of the Secretary
0025,FY18Q2,,,089,,0228,Office of Technology Transitions
0020,FY18Q2,,,089,,0228,Project Management Oversight and Assessment
0045,FY18Q2,,,089,,0228,Strategic Partnership Projects
0105,FY18Q2,,,091,,0230,Contract collection costs
0205,FY18Q2,,,091,,0230,Contract collection costs
0104,FY18Q2,,,091,,0230,"Death, disability, and bankruptcy claims"
0202,FY18Q2,,,091,,0230,"Death, disability, and bankruptcy claims"
0103,FY18Q2,,,091,,0230,Default claims
0201,FY18Q2,,,091,,0230,Default claims
0101,FY18Q2,,,091,,0230,"Interest benefits, net of origination fees"
0706,FY18Q2,,,091,,0231,Interest on reestimates of direct loan subsidy
0708,FY18Q2,,,091,,0231,Interest on reestimates of loan guarantee subsidy
0705,FY18Q2,,,091,,0231,Reestimates of direct loan subsidy
0707,FY18Q2,,,091,,0231,Reestimates of loan guarantee subsidy
0702,FY18Q2,,,086,,0233,Loan guarantee subsidy
0001,FY18Q2,,,089,,0233,SPR Petroleum Account (Direct)
0001,FY18Q2,,,086,,0234,Payment to Trust Fund
0001,FY18Q2,,,089,,0235,Clean Coal Technology Program Closeout
0001,FY18Q2,,,086,,0235,Native Hawaiian Housing Block Grant
0002,FY18Q2,,,086,,0235,Training and technical assistance
0001,FY18Q2,,,089,,0236,Office of the Inspector General (Direct)
0001,FY18Q2,,,086,,0237,Capital Advance Amendments and Expenses
0002,FY18Q2,,,086,,0237,PRAC/PAC Renewals and Amendments
0801,FY18Q2,,,086,,0237,Reimbursable program activity
0004,FY18Q2,,,086,,0237,State Housing Project Rental Assistance
0028,FY18Q2,,,089,,0240,Advanced manufacturing development
0024,FY18Q2,,,089,,0240,Advanced simulation and computing
0161,FY18Q2,,,089,,0240,Counterterrorism and counterproliferation
0181,FY18Q2,,,089,,0240,Cyber security
0180,FY18Q2,,,089,,0240,Defense nuclear security
0020,FY18Q2,,,089,,0240,Directed stockpile work
0185,FY18Q2,,,089,,0240,"Domestic Uranium Research, Development and Demonstration"
0022,FY18Q2,,,089,,0240,Engineering
0023,FY18Q2,,,089,,0240,Inertial confinement fusion ignition and high yield
0179,FY18Q2,,,089,,0240,Information technology and cybersecurity
0030,FY18Q2,,,089,,0240,Infrastructure and operations
0029,FY18Q2,,,089,,0240,Infrastructure and safety
0183,FY18Q2,,,089,,0240,Legacy contractor pensions
0182,FY18Q2,,,089,,0240,NNSA CIO Activities
0150,FY18Q2,,,089,,0240,Nuclear counterterrorism incident response
0713,FY18Q2,,,091,,0240,Payment of interest to Treasury
0025,FY18Q2,,,089,,0240,Readiness campaign
0026,FY18Q2,,,089,,0240,Readiness in technical base and facilities
0021,FY18Q2,,,089,,0240,Science
0027,FY18Q2,,,089,,0240,Secure transportation asset
0170,FY18Q2,,,089,,0240,Site stewardship
0810,FY18Q2,,,089,,0240,Weapons Activities (Reimbursable)
0709,FY18Q2,,,091,,0241,Administrative expenses
0701,FY18Q2,,,091,,0241,Direct loan subsidy
0705,FY18Q2,,,091,,0241,Reestimates of direct loan subsidy
0713,FY18Q2,,,091,,0242,Payment of interest to Treasury
0030,FY18Q2,,,089,,0243,Defense related administrative support
0008,FY18Q2,,,089,,0243,"Environment, Health, Safety, and Security Mission Support"
0010,FY18Q2,,,089,,0243,"Health, safety and security"
0060,FY18Q2,,,089,,0243,Hearings and Appeals
0009,FY18Q2,,,089,,0243,Independent Enterprise Assessments
0706,FY18Q2,,,091,,0243,Interest on reestimates of direct loan subsidy
0020,FY18Q2,,,089,,0243,Legacy management
0810,FY18Q2,,,089,,0243,Other Defense Activities (Reimbursable)
0705,FY18Q2,,,091,,0243,Reestimates of direct loan subsidy
0015,FY18Q2,,,089,,0243,Specialized security activities
0703,FY18Q2,,,091,,0243,Subsidy for modifications of direct loans
0001,FY18Q2,,,089,,0244,Defense Nuclear Waste Disposal (Direct)
0101,FY18Q2,,,091,,0248,Federal Pell grants
0201,FY18Q2,,,091,,0248,Federal supplemental educational opportunity grants (SEOG)
0202,FY18Q2,,,091,,0248,Federal work-study
0001,FY18Q2,,,089,,0251,Closure Sites
0022,FY18Q2,,,089,,0251,Economic Assistance to the State of New Mexico
0015,FY18Q2,,,089,,0251,Excess Facilities
0002,FY18Q2,,,089,,0251,Hanford Site
0006,FY18Q2,,,089,,0251,Idaho
0007,FY18Q2,,,089,,0251,NNSA Sites
0008,FY18Q2,,,089,,0251,Oak Ridge
0014,FY18Q2,,,089,,0251,Program Direction
0011,FY18Q2,,,089,,0251,Program Support
0005,FY18Q2,,,089,,0251,River Protection - LAWPS
0003,FY18Q2,,,089,,0251,River Protection - Tank Farm
0004,FY18Q2,,,089,,0251,River Protection - Waste Treatment Plant
0012,FY18Q2,,,089,,0251,Safeguards & Security
0009,FY18Q2,,,089,,0251,Savannah River
0020,FY18Q2,,,089,,0251,SPRU
0013,FY18Q2,,,089,,0251,Technology Development & Demonstration
0021,FY18Q2,,,089,,0251,UED&D Fund Contribution
0010,FY18Q2,,,089,,0251,Waste Isolation Pilot Plant
1205,FY18Q2,EPA,Water Infrastructure Finance and Innovation Fund,068,,0254,Water Infrastructure Finance and Innovation
0001,FY18Q2,,,012,,0270,Perishable Agricultural Commodities Act
0105,FY18Q2,,,091,,0299,"Educational technology, media, and materials"
0003,FY18Q2,,,091,,0299,Grants for infants and families
0001,FY18Q2,,,091,,0299,Grants to States
0104,FY18Q2,,,091,,0299,Parent information centers
0103,FY18Q2,,,091,,0299,Personnel preparation
0002,FY18Q2,,,091,,0299,Preschool grants
0201,FY18Q2,,,091,,0299,Special Olympics education program
0101,FY18Q2,,,091,,0299,State personnel development
0102,FY18Q2,,,091,,0299,Technical assistance and dissemination
0709,FY18Q2,,,027,,0300,Administrative expenses
0003,FY18Q2,,,088,,0300,Agency and Related Services
0005,FY18Q2,,,088,,0300,Archives II Facility
0002,FY18Q2,,,070,,0300,CAS - Employment Status Verification
0003,FY18Q2,,,097,,0300,Chemical/Biological Defense
0002,FY18Q2,,,088,,0300,Citizen Services
0001,FY18Q2,,,070,,0300,Citizenship and Immigration Services (Direct)
0801,FY18Q2,,,070,,0300,Citizenship and Immigration Services (Reimbursable)
0006,FY18Q2,,,011,,0300,"Education, Income Maintenance, and Labor programs"
0105,FY18Q2,,,091,,0300,"Educational technology, media, and materials"
0002,FY18Q2,,,013,,0300,Export administration
0003,FY18Q2,,,013,,0300,Export enforcement
0004,FY18Q2,,,088,,0300,Facility Operations
0006,FY18Q2,,,088,,0300,Financial Transfer
0002,FY18Q2,,,011,,0300,General Government programs
0003,FY18Q2,,,091,,0300,Grants for infants and families
0001,FY18Q2,,,091,,0300,Grants to States
0005,FY18Q2,,,011,,0300,Health programs
0008,FY18Q2,,,011,,0300,Information and Regulatory Affairs
0001,FY18Q2,,,031,,0300,Inspector General
0001,FY18Q2,,,072,,0300,IT/New Construction
0801,FY18Q2,,,072,,0300,IT/New Construction (Reimbursable)
0001,FY18Q2,,,088,,0300,"Legislative Archives, Presidential Libraries, and Museum Services"
0001,FY18Q2,,,097,,0300,Major equipment
0001,FY18Q2,,,013,,0300,Management and policy coordination
0001,FY18Q2,,,011,,0300,National Security programs
0003,FY18Q2,,,011,,0300,Natural Resource programs
0001,FY18Q2,,,073,,0300,Office of Advocacy
0001,FY18Q2,,,073,,0300,Office of Advocacy (Direct)
0007,FY18Q2,,,011,,0300,Office of Federal Financial Management
0009,FY18Q2,,,011,,0300,Office of Federal Procurement Policy
0001,FY18Q2,,,049,,0300,Office of Inspector General (Direct)
0010,FY18Q2,,,011,,0300,OMB-wide Offices
0888,FY18Q2,,,088,,0300,Operating Expenses (Reimbursable)
0801,FY18Q2,,,013,,0300,Operations and Administration (Reimbursable)
0104,FY18Q2,,,091,,0300,Parent information centers
0103,FY18Q2,,,091,,0300,Personnel preparation
0002,FY18Q2,,,091,,0300,Preschool grants
0801,FY18Q2,,,097,,0300,"Procurement, Defense-wide (Reimbursable)"
0203,FY18Q2,,,091,,0300,PROMISE: Promoting Readiness of Minors in SSI
0801,FY18Q2,,,011,,0300,Reimbursable program activity
0001,FY18Q2,,,345,,0300,Salaries and Expenses
0801,FY18Q2,,,011,,0300,Salaries and Expenses (Reimbursable)
0201,FY18Q2,,,091,,0300,Special Olympics education program
0201,FY18Q2,,,091,,0300,Special Olympics education programs
0002,FY18Q2,,,097,,0300,Special Operations Command
0101,FY18Q2,,,091,,0300,State personnel development
0102,FY18Q2,,,091,,0300,Technical assistance and dissemination
0003,FY18Q2,,,474,,0301,Administration
0709,FY18Q2,,,072,,0301,Administrative expenses
0002,FY18Q2,,,474,,0301,Assistance for libraries
0001,FY18Q2,,,474,,0301,Assistance for museums
0012,FY18Q2,,,091,,0301,Assistive technology
0002,FY18Q2,,,091,,0301,Client assistance State grants
0006,FY18Q2,,,091,,0301,Demonstration and training programs
0005,FY18Q2,,,091,,0301,Demonstration and Training Programs
0701,FY18Q2,,,072,,0301,Direct loan subsidy
0001,FY18Q2,,,472,,0301,Direct program activity - Rail Carriers
0009,FY18Q2,,,091,,0301,Disability innovation fund
0008,FY18Q2,,,091,,0301,Helen Keller National Center
0011,FY18Q2,,,091,,0301,Helen Keller National Center
0007,FY18Q2,,,091,,0301,Independent living
0006,FY18Q2,,,091,,0301,Independent Living
0706,FY18Q2,,,072,,0301,Interest on reestimates of direct loan subsidy
0708,FY18Q2,,,072,,0301,Interest on reestimates of loan guarantee subsidy
0702,FY18Q2,,,072,,0301,Loan guarantee subsidy
0004,FY18Q2,,,091,,0301,Migrant and seasonal farmworkers
0001,FY18Q2,,,088,,0301,National Historical Publications and Records Commission (Direct)
0009,FY18Q2,,,091,,0301,National Institute on Disability and Rehabilitation Research
0001,FY18Q2,,,049,,0301,Office of Inspector General (Direct)
0001,FY18Q2,,,033,,0301,"Operations and Maintenance, JFK Center for the Performing Arts (Direct)"
0007,FY18Q2,,,091,,0301,Protection and advocacy of individual rights
0008,FY18Q2,,,091,,0301,Protection and advocacy of individual rights
0013,FY18Q2,,,091,,0301,PROMISE/Disability innovation fund
0001,FY18Q2,,,069,,0301,Rail carriers
0705,FY18Q2,,,072,,0301,Reestimates of direct loan subsidy
0707,FY18Q2,,,072,,0301,Reestimates of loan guarantee subsidy
0801,FY18Q2,,,091,,0301,Rehabilitation Services and Disability Research (Reimbursable)
0812,FY18Q2,,,069,,0301,Reimbursable rail carriers
0703,FY18Q2,,,072,,0301,Subsidy for modifications of direct loans
0704,FY18Q2,,,072,,0301,Subsidy for modifications of loan guarantees
0003,FY18Q2,,,091,,0301,Supported employment State grants
0004,FY18Q2,,,091,,0301,Training
0005,FY18Q2,,,091,,0301,Training
