rule_label,rule_error_message,rule_cross_file_flag,file_type,severity_name,target_file,query_name,expected_value,category
C18,"DeobligationsRecoveriesRefundsOfPriorYearByAward_CPE in File C = USSGL(4871+ 4872 + 4971 + 4972) in File C for the same reporting period. This applies to the award level. Please note that this rule will only apply when all 4 USSGL accounts have a non-null (non-blank) value provided (with zero (0) being considered non-blank).",n,award_financial,warning,,c18_award_financial,"Within File C, DeobligationsRecoveriesRefundsOfPriorYearByProgramObjectClass_CPE should equal the amounts provided in File C for USSGL(4871_CPE+ 4872_CPE + 4971_CPE + 4972_CPE). The Broker cannot distinguish which element is correct for this rule; the agency should review its source information.","accuracy"
C20,"Each USSGL account balance or subtotal, when totaled by combination of TAS, object class code, and direct/reimbursable flag provided in File C, should be a subset of, or equal to, the same combinations in File B.",y,award_financial,warning,program_activity,c20_award_financial,"(See SQL file)","existence"
C21,"Each USSGL account balance or subtotal, when totaled by combination of TAS/program activity name/program activity code provided in File C, should be a subset of, or equal to, the same combinations in File B.",y,award_financial,warning,program_activity,c21_award_financial,"(See SQL file)","existence"
C23.1,"For each unique PIID in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation reported in D1. This rule does not apply if the AllocationTransferAgencyIdentifier (ATA) field is populated and is different from the AgencyIdentifier (AID). Note that this only compares award identifiers when the TransactionObligatedAmount is not null.",y,award_financial,warning,award_procurement,c23_award_financial_1,"(See SQL file)","accuracy"
C23.2,"For each unique combination of PIID/ParentAwardId in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation reported in D1. This rule does not apply if the AllocationTransferAgencyIdentifier (ATA) field is populated and is different from the AgencyIdentifier (AID). Note that this only compares award identifiers when the TransactionObligatedAmount is not null.",y,award_financial,warning,award_procurement,c23_award_financial_2,"(See SQL file)","accuracy"
C23.3,"For each unique FAIN in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation or OriginalLoanSubsidyCost amounts reported in D2. This rule does not apply if the AllocationTransferAgencyIdentifier (ATA) field is populated and is different from the AgencyIdentifier (AID). Note that this only compares award identifiers when the TransactionObligatedAmount is not null.",y,award_financial,warning,award,c23_award_financial_3,"(See SQL file)","accuracy"
C23.4,"For each unique URI in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation or OriginalLoanSubsidyCost amounts reported in D2. This rule does not apply if the AllocationTransferAgencyIdentifier (ATA) field is populated and is different from the AgencyIdentifier (AID). Note that this only compares award identifiers when the TransactionObligatedAmount is not null.",y,award_financial,warning,award,c23_award_financial_4,"(See SQL file)","accuracy"
C25,"Prior to FY22, if the DisasterEmergencyFundCode (DEFC) element has a valid COVID-19 related code and the row is a balance row, then GrossOutlayAmountByAward_CPE cannot be blank. Beginning in FY22, if the row is a non-TOA (balance) row, then GrossOutlayAmountByAward_CPE cannot be blank.",n,award_financial,fatal,,c25_award_financial,"GrossOutlayByAward_CPE is required for this valid DEFC and blank TOA.","existence"
C26,"Each USSGL account balance or subtotal, when totaled by combination of TAS/DEFC provided in File C, should be a subset of, or equal to, the same combinations in File B.",y,award_financial,warning,program_activity,c26_award_financial,"(See SQL file)","existence"
C27,"The File C GrossOutlayAmountByAward_CPE balance for a TAS, DEFC, program activity code + name, object class code, direct/reimbursable flag, and Award ID combination should continue to be reported in subsequent periods during the FY, once it has been submitted to DATA Act, unless the most recently reported outlay balance for this award breakdown was zero. This only applies to File C outlays, not TOA. Note that there are occasions where a program activity name can justifiably change mid-FY.",n,award_financial,warning,,c27_award_financial,"GrossOutlayByAward_CPE from previous period must exist this period","completeness"
C28,"The combination of TAS/object class/program activity code+name/reimbursable flag/DEFC/Award ID in File C (award financial) must be unique for USSGL-related balances.",n,award_financial,fatal,,c28_award_financial,"The combination of TAS/object class/program activity code+name/reimbursable flag/DEFC/Award ID in File C must be unique.","existence"
C29,"The File C GeneralLedgerPostDate must be blank for non-TOA (balance) rows.",n,award_financial,fatal,,c29_award_financial,"(blank)","accuracy"
C30,"Beginning in FY25, if the row is a non-TOA (balance) row, then USSGL487200_DownwardAdjustmentsOfPriorYearPrepaidAdvancedUndeliveredOrdersObligationsRefundsCollected_CPE and USSGL497200_DownwardAdjustmentsOfPriorYearPaidDeliveredOrdersObligationsRefundsCollected_CPE cannot be blank.",n,award_financial,fatal,,c30_award_financial,"non-blank USSGL487200_DownwardAdjustmentsOfPriorYearPrepaidAdvancedUndeliveredOrdersObligationsRefundsCollected_CPE and USSGL497200_DownwardAdjustmentsOfPriorYearPaidDeliveredOrdersObligationsRefundsCollected_CPE","accuracy"
FABS1.1,"FAIN is required for non-aggregate and PII-redacted non-aggregate records (RecordType = 2 or 3).",n,fabs,fatal,,fabs1_1,"FAIN is required for this RecordType.","completeness"
FABS1.2,"FAIN must not be used for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs1_2,"FAIN must not be provided for this RecordType.","existence"
FABS2.1,"The combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must be unique within the submission file.",n,fabs,fatal,,fabs2_1,"The combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must be unique for each row within the submission file.","existence"
FABS2.2.1,"The combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must be unique when compared to currently published data--unless the record is a correction or deletion (i.e., if CorrectionDeleteIndicator = C or D). In this particular case, the combination of these five fields in this transaction has already been published in USAspending, making this second attempt a duplicate.",n,fabs,fatal,,fabs2_2_1,"The combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must be unique when compared to currently published data.","existence"
FABS2.2.2,"The unique combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must exist as a currently published record when the record is a correction (i.e., if CorrectionDeleteIndicator = C).",n,fabs,fatal,,fabs2_2_2,"The combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must be unique when compared to currently published data.","existence"
FABS2.2.3,"The unique combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must exist as a currently published record when the record is a deletion (i.e., if CorrectionDeleteIndicator = D).",n,fabs,fatal,,fabs2_2_3,"The combination of FAIN, AwardModificationAmendmentNumber, URI, CFDA_Number, and AwardingSubTierAgencyCode must be unique when compared to currently published data.","existence"
FABS3.2,"ActionType must contain one of the following values: ""A"", ""B"", ""C"", ""D"", ""E"".",n,fabs,fatal,,fabs3_2,"A, B, C, D, or E","completeness"
FABS3.3,"ActionType should be B, C, or D for transactions that modify existing awards. For aggregate (RecordType = 1) record transactions, we consider a record a modification if its combination of URI + AwardingSubTierAgencyCode matches an existing published FABS record of the same RecordType. For non-aggregate (RecordType = 2 or 3) transactions, we consider a record a modification if its combination of FAIN + AwardingSubTierCode matches those of an existing published non-aggregate FABS record (RecordType = 2 or 3) of the same RecordType. This rule does not trigger for correction records (those with CorrectionDeleteIndicator = C).",n,fabs,warning,,fabs3_3,"B, C, or D","existence"
FABS3.4,"ActionType = E is only valid for mixed aggregate records (RecordType = 1).",n,fabs,fatal,,fabs3_4,"RecordType = 1 when ActionType = E","accuracy"
FABS3.5,"ActionType should be ""A"" for the initial transaction of a new, non-aggregate award (RecordType = 2 or 3) and ""A"" or ""E"" for a new aggregate award (RecordType = 1). An aggregate record transaction is considered the initial transaction of a new award if it contains a unique combination of URI + AwardingSubTierAgencyCode when compared to currently published FABS records of the same RecordType. A non-aggregate (RecordType = 2 or 3) transaction is considered the initial transaction of a new award if it contains a unique combination of FAIN + AwardingSubTierAgencyCode when compared to currently published non-aggregate FABS records (RecordType = 2 or 3) of the same RecordType. This rule does not trigger for correction records (those with CorrectionDeleteIndicator = C).",n,fabs,warning,,fabs3_5,"A for aggregate, A or E for non-aggregate","accuracy"
FABS4.1,"ActionDate must follow YYYYMMDD format, where YYYY is the year, MM the month and DD the day.",n,fabs,fatal,,fabs4_1,"ActionDate must follow YYYYMMDD format","accuracy"
FABS4.2,"Value of ActionDate must be between 19991001 and 20991231 (i.e., a date between 10/01/1999 and 12/31/2099).",n,fabs,fatal,,fabs4_2,"Between 10/1/1999 and 12/31/2099","accuracy"
FABS4.3,"A future ActionDate is valid only if it occurs within the current fiscal year",n,fabs,fatal,,fabs4_3,"Less than or equal to September 30 of the current fiscal year","accuracy"
FABS5,"AssistanceType field must contain one of the following values: ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""09"", ""10"", or ""11"".",n,fabs,fatal,,fabs5,"""02,"" ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""09"", ""10"", or ""11"".","accuracy"
FABS6,"RecordType field must contain one of the following values: ""1"", ""2"", or ""3"".",n,fabs,fatal,,fabs6,"""1,"" ""2"" or ""3"".","accuracy"
FABS7,"URI is a required field for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs7,"URI is required for this RecordType","completeness"
FABS9.1,"AwardeeOrRecipientLegalEntityName must contain ""MULTIPLE RECIPIENTS"" for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs9_1,"MULTIPLE RECIPIENTS","accuracy"
FABS9.2,"AwardeeOrRecipientLegalEntityName must contain ""REDACTED DUE TO PII"" for PII-redacted non-aggregate records (RecordType = 3).",n,fabs,fatal,,fabs9_2,"REDACTED DUE TO PII","accuracy"
FABS10.1,"LegalEntityAddressLine1 is required for non-aggregate records (RecordType = 2).",n,fabs,fatal,,fabs10_1,"LegalEntityAddressLine1 is required for this RecordType.","completeness"
FABS10.2,"LegalEntityAddressLine1 must be blank for aggregate and PII-redacted non-aggregate records (RecordType = 1 or 3).",n,fabs,fatal,,fabs10_2,"(blank)","accuracy"
FABS11,"LegalEntityAddressLine2 is optional, but must be blank for aggregate and PII-redacted non-aggregate records (RecordType = 1 or 3).",n,fabs,fatal,,fabs11,"(blank) for RecordType 1 or 3","accuracy"
FABS13.1,"LegalEntityZIP5 must be blank for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs13_1,"(blank) for RecordType 1","accuracy"
FABS13.2,"LegalEntityZIP5 must be blank for foreign recipients (i.e., when LegalEntityCountryCode is not USA).",n,fabs,fatal,,fabs13_2,"(blank)","accuracy"
FABS13.3,"LegalEntityZIP5 is required for domestic recipients (LegalEntityCountryCode = USA) for non-aggregate and PII-redacted non-aggregate records (RecordType = 2 or 3).",n,fabs,fatal,,fabs13_3,"LegalEntityZIP5 is required for this domestic record type.","completeness"
FABS14.1,"LegalEntityZIPLast4 must be blank for aggregate and PII-redacted non-aggregate records (RecordType = 1 or 3).",n,fabs,fatal,,fabs14_1,"(blank) for RecordType 1 or 3","accuracy"
FABS14.2,"LegalEntityZIPLast4 must be blank for foreign recipients (i.e., when LegalEntityCountryCode is not USA).",n,fabs,fatal,,fabs14_2,"(blank)","accuracy"
FABS14.3,"When it exists, LegalEntityZIPLast4 should be provided for domestic recipients (LegalEntityCountryCode = USA) for non-aggregate records (RecordType = 2).",n,fabs,warning,,fabs14_3,"LegalEntityZIPLast4 should be provided for this domestic record type.","completeness"
FABS15.1,"LegalEntityForeignCityName is required for foreign recipients (i.e., when LegalEntityCountryCode is not USA) for non-aggregate and PII-redacted non-aggregate records (RecordType = 2 or 3).",n,fabs,fatal,,fabs15_1,"LegalEntityForeignCityName is required for this record type.","completeness"
FABS15.2,"LegalEntityForeignCityName must be blank for domestic recipients (LegalEntityCountryCode = USA) and for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs15_2,"(blank)","accuracy"
FABS16,"LegalEntityForeignProvinceName must be blank for domestic recipients (LegalEntityCountryCode = USA) and for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs16,"(blank)","accuracy"
FABS17,"LegalEntityForeignPostalCode must be blank for domestic recipients (LegalEntityCountryCode = USA) and for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs17,"(blank)","accuracy"
FABS18,"BusinessTypes must be one to three letters in length. BusinessTypes values must be non-repeated letters from A to X.",n,fabs,fatal,,fabs18,"BusinessTypes values must be non-repeated letters from A to X.","accuracy"
FABS19,"LegalEntityCountryCode must contain a valid three character GENC country code. U.S. Territories and Freely Associated States must be submitted with country code = USA and their state/territory code; they cannot be submitted with their GENC country code. For a list of these territories and more information, see Appendix B of the DAIMS Practices and Procedures.",n,fabs,fatal,,fabs19,"The authoritative source for these codes is the GENC Standard Version 3, Update 4.","completeness"
FABS21.1,"When provided, FundingSubTierAgencyCode must be a valid 4-character sub-tier agency code from the Federal Hierarchy.",n,fabs,fatal,,fabs21_1,"Refer to the GSA IAE Federal Hierarchy","accuracy"
FABS21.2,"If both are submitted, FundingSubTierAgencyCode and FundingOfficeCode must belong to the same FundingAgencyCode (per the Federal Hierarchy).",n,fabs,fatal,,fabs21_2,"Refer to the GSA IAE Federal Hierarchy","accuracy"
FABS22,"When provided, CorrectionDeleteIndicator must contain one of the following values: ""C"" or ""D"".",n,fabs,fatal,,fabs22,"(blank), C, or D","accuracy"
FABS23.1,"When provided, AwardingSubTierAgencyCode must be a valid 4-character sub-tier agency code from the Federal Hierarchy.",n,fabs,fatal,,fabs23_1,"Refer to the GSA IAE Federal Hierarchy","accuracy"
FABS23.2,"If both are submitted, AwardingSubTierAgencyCode and AwardingOfficeCode must belong to the same AwardingAgencyCode (per the Federal Hierarchy).",n,fabs,fatal,,fabs23_2,"Refer to the GSA IAE Federal Hierarchy","accuracy"
FABS23.3,"AwardingSubTierAgencyCode must be provided when AwardingOfficeCode is not provided.",n,fabs,fatal,,fabs23_3,"non-blank AwardingSubTierAgencyCode or AwardingOfficeCode","accuracy"
FABS24.1,"PrimaryPlaceOfPerformanceCountryCode must be blank for PII-redacted non-aggregate records (RecordType = 3).",n,fabs,fatal,,fabs24_1,"(blank)","accuracy"
FABS24.2,"PrimaryPlaceOfPerformanceCountryCode must contain a valid three character GENC country code for aggregate or non-aggregate records (RecordType = 1 or 2). U.S. Territories and Freely Associated States must be submitted with country code = USA and their state/territory code; they cannot be submitted with their GENC country code. For a list of these territories and more information, see Appendix B of the DAIMS Practices and Procedures.",n,fabs,fatal,,fabs24_2,"The authoritative source for these codes is the GENC Standard Version 3, Update 4.","completeness"
FABS26.1,"FederalActionObligation must be blank or 0 for loans (AssistanceType = 07 or 08).",n,fabs,fatal,,fabs26_1,"(blank) or 0","accuracy"
FABS26.2,"FederalActionObligation is required for non-loans (i.e., when AssistanceType is not 07 or 08).",n,fabs,fatal,,fabs26_2,"<>0","completeness"
FABS27,"NonFederalFundingAmount must be blank or 0 for loans (AssistanceType = 07 or 08).",n,fabs,fatal,,fabs27,"(blank) or 0","accuracy"
FABS28.1,"FaceValueOfDirectLoanOrLoanGuarantee is required for loans (AssistanceType = 07 or 08).",n,fabs,fatal,,fabs28_1,"<>0","completeness"
FABS28.2,"FaceValueOfDirectLoanOrLoanGuarantee must be blank or 0 for non-loans (i.e., when AssistanceType is not 07 or 08).",n,fabs,fatal,,fabs28_2,"(blank) or 0","accuracy"
FABS29.1,"OriginalLoanSubsidyCost is required for loans (AssistanceType = 07 or 08).",n,fabs,fatal,,fabs29_1,"<>0","completeness"
FABS29.2,"OriginalLoanSubsidyCost must be blank or 0 for non-loans (i.e., when AssistanceType is not 07 or 08).",n,fabs,fatal,,fabs29_2,"(blank) or 0","accuracy"
FABS30,"BusinessFundsIndicator must contain one of the following values: ""REC"" or ""NON"".",n,fabs,fatal,,fabs30,"""REC"" or ""NON""","completeness"
FABS31.1,"AwardeeOrRecipientUEI Field must be blank for aggregate and PII-redacted non-aggregate records (RecordType = 1 or 3, regardless of the BusinessTypes value) and individual recipients (BusinessTypes includes 'P', regardless of the RecordType value).",n,fabs,fatal,,fabs31_1,"(blank)","accuracy"
FABS31.2.1,"AwardeeOrRecipientUEI is required where ActionDate is after October 1, 2010, unless the record is an aggregate or PII-redacted non-aggregate record (RecordType = 1 or 3) or the recipient is an individual (BusinessTypes includes 'P').",n,fabs,fatal,,fabs31_2_1,"AwardeeOrRecipientUEI is required.","completeness"
FABS31.2.2,"AwardeeOrRecipientUEI is required where ActionDate is after October 1, 2010, unless the record is an aggregate or PII-redacted non-aggregate record (RecordType = 1 or 3) or the recipient is an individual (BusinessTypes includes 'P'). For AssistanceType 06, 07, 08, 09, 10, or 11, if the base award (the earliest record with the same unique award key) has an ActionDate prior to October 1, 2022, this will produce a warning rather than a fatal error.",n,fabs,warning,,fabs31_2_2,"AwardeeOrRecipientUEI is required.","completeness"
FABS31.3,"When AwardeeOrRecipientUEI is provided, it must be twelve characters.",n,fabs,fatal,,fabs31_3,"AwardeeOrRecipientUEI must be 12 characters.","accuracy"
FABS31.4,"When provided, AwardeeOrRecipientUEI must be registered (not necessarily active) in SAM, unless the ActionDate is before October 1, 2010.",n,fabs,fatal,,fabs31_4,"AwardeeOrRecipientUEI must be registered in SAM","existence"
FABS31.5,"When ActionDate is after October 1, 2010 and ActionType = A, AwardeeOrRecipientUEI should (when provided) have an active registration in SAM as of the ActionDate.",n,fabs,warning,,fabs31_5,"AwardeeOrRecipientUEI must be active in SAM","existence"
FABS31.7,"When ActionDate is after October 1, 2010 and ActionType = B, C, or D, AwardeeOrRecipientUEI should (when provided) have an active registration in SAM as of the ActionDate, except where FederalActionObligation is <=0 and ActionType = D.",n,fabs,warning,,fabs31_7,"AwardeeOrRecipientUEI should be active in SAM","existence"
FABS32.1,"PeriodOfPerformanceStartDate is an optional field, but when provided, must follow YYYYMMDD format, where YYYY is the year, MM the month and DD the day.",n,fabs,fatal,,fabs32_1,"PeriodOfPerformanceStartDate must follow the YYYYMMDD format.","accuracy"
FABS32.2,"When provided, PeriodOfPerformanceStartDate should be a valid date between 19991001 and 20991231.",n,fabs,warning,,fabs32_2,"between 10/1/1999 and 12/31/2099","accuracy"
FABS33.1,"PeriodOfPerformanceCurrentEndDate is an optional field, but when provided, must follow YYYYMMDD format, where YYYY is the year, MM the month and DD the day.",n,fabs,fatal,,fabs33_1,"PeriodOfPerformanceCurrentEndDate must follow the YYYYMMDD format.","accuracy"
FABS33.2,"When provided, PeriodOfPerformanceCurrentEndDate must be a valid date between 19991001 and 20991231.",n,fabs,fatal,,fabs33_2,"between 10/1/1999 and 12/31/2099","accuracy"
FABS34.1,"When both are provided, PeriodOfPerformanceStartDate must occur on or before PeriodOfPerformanceCurrentEndDate.",n,fabs,fatal,,fabs34_1,"less than or equal to [PeriodOfPerformanceCurrentEndDate]","accuracy"
FABS34.2,"While they are optional fields, if either PeriodOfPerformanceCurrentEndDate or PeriodOfPerformanceStartDate is provided, both fields should be provided.",n,fabs,warning,,fabs34_2,"both or neither PeriodOfPerformanceStartDate and PeriodOfPerformanceCurrentEndDate should be provided","completeness"
FABS35.1,"When provided, LegalEntityZIPLast4 must be in the #### format.",n,fabs,fatal,,fabs35_1,"Four digits need to be provided.","accuracy"
FABS35.2,"LegalEntityZIP5 must be a valid 5-digit USPS ZIP code.",n,fabs,fatal,,fabs35_2,"The ZIP code needs to be a valid 5-digit code.","existence"
FABS35.3,"The combination of LegalEntityZIP5 and LegalEntityZIPLast4 should be a valid 9-digit USPS ZIP+4 code.",n,fabs,warning,,fabs35_3,"The ZIP+4 code needs to be a valid USPS code.","existence"
FABS36,"CFDA_Number must be in XX.XXX format, where # represents a number from 0 to 9.",n,fabs,fatal,,fabs36,"The CFDA_Number must consist of two digits, a period, and then three digits.","accuracy"
FABS37.1,"For new (ActionType = A) or mixed aggregate (ActionType = E) assistance awards specifically, the CFDA_Number must be active as of the ActionDate. This does not apply to correction records (those with CorrectionDeleteIndicator = C and delete records).",n,fabs,fatal,,fabs37_1,"The CFDA_Number must be active","existence"
FABS37.2,"For non-new assistance awards (ActionType = B, C, or D), the CFDA_Number need not be active as of the ActionDate, but a warning will trigger in this case. This warning will not trigger for correction records (those with CorrectionDeleteIndicator = C).",n,fabs,warning,,fabs37_2,"The CFDA_Number should be active","existence"
FABS37.3,"CFDA_Number must have been registered with CFDA.gov or registered as an Assistance Listing on SAM.gov (post-May 2018) at some point in time.",n,fabs,fatal,,fabs37_3,"The CFDA_Number must be registered","existence"
FABS38.1,"FundingOfficeCode must be submitted for new awards (ActionType = A) or mixed aggregate records (ActionType = E) whose ActionDate is on or after October 1, 2018, and whose CorrectionDeleteIndicator is either Blank or C.",n,fabs,fatal,,fabs38_1,"FundingOfficeCode must be submitted for new awards made after 10/1/18","completeness"
FABS38.2.1,"When provided, FundingOfficeCode must be a valid value from the Federal Hierarchy, including being designated specifically as an Assistance Funding Office in the hierarchy. Since June 2019, the Federal Hierarchy has required that FundingOfficeCodes be flagged as either a Procurement Funding Office or an Assistance Funding Office (or both). The initial implementation of this distinction in FABS will allow either type to be acceptable.",n,fabs,fatal,,fabs38_2_1,"Refer to the GSA IAE Federal Hierarchy","accuracy"
FABS38.2.2,"For new modifications to existing awards, we derive FundingOfficeCode from the original transaction establishing the award, when it is provided there and not provided in the new modification. For this row, we are declining to derive the FundingOfficeCode from the original transaction establishing the award because the FundingOfficeCode is either not listed in the Federal Hierarchy or not specifically designated an Assistance Funding Office. Since June 2019, the Federal Hierarchy has required that FundingOfficeCodes be flagged as either a Procurement Funding Office or an Assistance Funding Office (or both). If the code you are providing in this row is indeed accurate, please update the Federal Hierarchy to include it and flag it as an Assistance Funding Office. If it is not accurate, please correct the original award transaction to reference a valid Financial Assistance funding AAC/office code in the hierarchy.",n,fabs,warning,,fabs38_2_2,"Valid FundingOfficeCode or AAC/office code needs to be present in the Federal Hierarchy","existence"
FABS38.3,"AwardingOfficeCode must be submitted for new awards (ActionType = A) or mixed aggregate records (ActionType = E) whose ActionDate is on or after October 1, 2018, and whose CorrectionDeleteIndicator is either Blank or C.",n,fabs,fatal,,fabs38_3,"AwardingOfficeCode must be submitted for new awards after 10/1/18","completeness"
FABS38.4.1,"When provided, AwardingOfficeCode must be a valid value from the Federal Hierarchy, including being designated specifically as an Assistance Awarding Office in the hierarchy.",n,fabs,fatal,,fabs38_4_1,"Refer to the GSA IAE Federal Hierarchy","existence"
FABS38.4.2,"For new modifications to existing awards, we derive AwardingOfficeCode from the original transaction establishing the award, when it is provided there and not provided in the new modification. For this row, we are declining to derive the AwardingOfficeCode from the original transaction establishing the award because the AwardingOfficeCode is either not present in the Federal Hierarchy or not specifically designated as an Assistance Awarding Office there. If the code you are providing in this row is accurate, please update the Federal Hierarchy to include it and flag it as an Assistance Awarding Office. If it is not accurate, please correct the original award transaction to reference a valid Financial Assistance Awarding AAC/office code in the hierarchy.",n,fabs,warning,,fabs38_4_2,"Valid AwardingOfficeCode or AAC/office code needs to be present in the Federal Hierarchy","existence"
FABS39.1,"PrimaryPlaceOfPerformanceCode is a required field for aggregate and non-aggregate records (RecordType = 1 or 2), and must be in 00FORGN, 00*****, XX*****, XX**###, XX#####, XX00000, XXTS###, XX####T, or XX####R formats, where XX is a valid two-character state code, # are numerals, and 'TS' and 'R' are those letters.",n,fabs,fatal,,fabs39_1,"00FORGN, 00*****, XX*****, XX**###, XX#####, XX00000, XXTS###, XX####T, or XX####R format","completeness"
FABS39.2,"For aggregate or non-aggregate records (RecordType = 1 or 2): PrimaryPlaceOfPerformanceCode must be 00FORGN for foreign places of performance (PrimaryPlaceOfPerformanceCountryCode is not USA) and must not be 00FORGN otherwise.",n,fabs,fatal,,fabs39_2,"00FORGN if PrimaryPlaceOfPerformanceCountryCode <> USA","accuracy"
FABS39.3,"For aggregate or non-aggregate records (RecordType = 1 or 2): PrimaryPlaceofPerformanceZIP+4 must not be provided for any format of PrimaryPlaceOfPerformanceCode other than XX#####, XXTS###, XX####T, or XX####R.",n,fabs,fatal,,fabs39_3,"XX#####, XXTS###, XX####T, or XX#####R format","accuracy"
FABS39.4,"PrimaryPlaceOfPerformanceCode must be blank for PII-redacted non-aggregate records (RecordType = 3).",n,fabs,fatal,,fabs39_4,"(blank)","accuracy"
FABS40.1,"When PrimaryPlaceOfPerformanceCode is in county-wide format (XX**###), county code ### must be valid and exist in the provided state XX.",n,fabs,fatal,,fabs40_1,"valid county code","existence"
FABS40.2,"PrimaryPlaceOfPerformanceCode must be in countywide (XX**###), statewide (XX*****) or 00FORGN formats for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs40_2,"XX**###, XX***** or 00FORGN","accuracy"
FABS41.1,"For PrimaryPlaceOfPerformanceCode XX#####, XXTS###, XX####T, or XX####R, where PrimaryPlaceOfPerformanceZIP+4 is ""city-wide"": city code #####, TS###, ####T, or ####R must be valid and exist in the provided state. Note that only city codes with FEATURE_CLASS of 'Census,' 'Civil,' 'Locale,' and 'Populated Place' are accepted.",n,fabs,fatal,,fabs41_1,"valid city code","existence"
FABS41.2,"For PrimaryPlaceOfPerformanceCode XX#####, XXTS###, XX####T, or XX####R, where valid 5 or 9-digit PrimaryPlaceOfPerformanceZIP+4 is provided: city code #####, TS###, ####T, or ####R should be valid and exist in the provided state, but will only trigger a warning if not.",n,fabs,warning,,fabs41_2,"valid city code","completeness"
FABS41.3,"The provided PrimaryPlaceofPerformanceZIP+4 must be in the state specified by the PrimaryPlaceOfPerformanceCode. In this specific submission row, the ZIP5 (and by extension the full ZIP+4) is not a valid ZIP code in the state in question.",n,fabs,fatal,,fabs41_3,"valid ZIP code","existence"
FABS41.4,"When provided, PrimaryPlaceofPerformanceZIP+4 must be in the format #####, #########, #####-####, or contain 'city-wide'.",n,fabs,fatal,,fabs41_4,"#####, #########, #####-####, or 'city-wide'","accuracy"
FABS41.5,"The provided PrimaryPlaceofPerformanceZIP+4 must be in the state specified by PrimaryPlaceOfPerformanceCode. In this specific submission row, the first five digits are valid and located in the correct state, but the last 4 are invalid.",n,fabs,warning,,fabs41_5,"valid ZIP+4","existence"
FABS41.6,"If PrimaryPlaceOfPerformanceCode is XX00000, PrimaryPlaceOfPerformanceZip+4 must not be 'city-wide'.",n,fabs,fatal,,fabs41_6,"<>'city-wide'","accuracy"
FABS41.7,"PrimaryPlaceOfPerformanceZip+4 must be blank for PII-redacted non-aggregate records (RecordType = 3).",n,fabs,fatal,,fabs41_7,"(blank)","accuracy"
FABS41.8,"When PrimaryPlaceOfPerformanceCode is in XX#####, XXTS###, XX####T, or XX####R format, PrimaryPlaceOfPerformanceZIP+4 must not be blank (containing either a zip code or ‘city-wide’).",n,fabs,fatal,,fabs41_8,"PrimaryPlaceOfPerformanceZIP+4 must not be blank","completeness"
FABS42.1,"PrimaryPlaceOfPerformanceForeignLocationDescription is required for foreign places of performance (PrimaryPlaceOfPerformanceCountryCode does not equal USA) for non-aggregate records (RecordType = 2).",n,fabs,fatal,,fabs42_1,"(not blank)","completeness"
FABS42.2,"PrimaryPlaceOfPerformanceForeignLocationDescription must be blank for aggregate or PII-redacted non-aggregate records (RecordType = 1 or 3). For non-aggregate records (RecordType = 2), it must be blank for domestic places of performance (PrimaryPlaceOfPerformanceCountryCode = USA).",n,fabs,fatal,,fabs42_2,"(blank)","accuracy"
FABS43.1,"For foreign places of performance (PrimaryPlaceOfPerformanceCountryCode is not USA), PrimaryPlaceOfPerformanceCongressionalDistrict must be blank.",n,fabs,fatal,,fabs43_1,"(blank)","accuracy"
FABS43.2,"For aggregate and non-aggregate records (RecordType = 1 or 2), with domestic place of performance (PrimaryPlaceOfPerformanceCountryCode = USA): If 9-digit PrimaryPlaceOfPerformanceZIP+4 is not provided, PrimaryPlaceOfPerformanceCongressionalDistrict must be provided.",n,fabs,fatal,,fabs43_2,"(not blank)","completeness"
FABS43.3,"PrimaryPlaceOfPerformanceCongressionalDistrict must be blank for PII-redacted non-aggregate records (RecordType = 3).",n,fabs,fatal,,fabs43_3,"(blank)","accuracy"
